subject,video,sampling_rate_hz,ECG_HR_Mean,ECG_HR_SD,ECG_HR_Median,ECG_HR_Max,ECG_HR_Min,ECG_R_Peaks_N,ECG_Beats_per_min,ECG_HRV_SDNN,ECG_HRV_RMSSD,ECG_HRV_pNN50,ECG_HRV_LF,ECG_HRV_HF,ECG_HRV_LFHF,ECG_HRV_SD1,ECG_HRV_SD2
sub_14,7,1000,61.80422092236024,3.228503930442979,61.11518085812819,77.22007722007721,56.39097744360902,203,61.82741116751269,50.603532744564724,38.351801737563946,14.85148514851485,,,,,
sub_14,8,1000,62.272170276933686,2.8380482830854916,61.65556993191778,76.62835249042145,58.47953216374269,149,62.19130434782609,43.11472145029291,31.916771016330006,9.45945945945946,,,,,
sub_14,10,1000,60.34968727802243,2.4419430445522554,60.1112528303511,71.8562874251497,56.12722170252573,102,60.294972463325486,40.97744851901729,37.57685457831722,14.85148514851485,,,,,
sub_14,11,1000,63.776607373502515,4.939366813793792,62.65916879115603,92.87925696594426,56.12722170252573,1020,63.75,69.71758781499271,42.06381390314703,19.528949950932287,,,,,
sub_14,12,1000,64.75788363745993,7.228648942309709,61.95480181372273,87.5912408759124,56.81818181818181,129,64.5,100.78680503368304,51.03480362558831,24.21875,,,,,
sub_15,1,1000,72.44277172808916,3.768369200366164,72.80978619574798,81.19079837618403,62.43496357960458,223,72.09712096474354,46.14398283381216,47.055084693103176,31.53153153153153,,,,,
sub_15,2,1000,69.20217780498724,5.774386430387483,68.25809659217596,83.91608391608392,59.28853754940712,199,68.98424455319125,73.9698418752548,61.77300019668376,35.35353535353536,,,,,
sub_15,3,1000,72.2461473903163,3.7027157745803394,72.2884855866167,81.74386920980926,62.82722513089006,142,71.79755113047435,45.38083697709465,46.25789507903334,31.20567375886525,,,,,
sub_15,4,1000,72.02092780412555,4.642245594831888,71.82141628537158,83.91608391608392,62.5,192,71.94379391100702,56.827635529059656,55.21346136395973,36.12565445026178,,,,,
sub_15,5,1000,71.23494083156483,4.38981470332497,71.33618406250554,82.64462809917356,59.582919563058596,172,71.11111111111111,55.02747851585483,53.99912853327302,36.25730994152047,,,,,
sub_15,6,1000,73.14480974372518,4.65393434144769,73.45248560757528,87.08272859216257,62.82722513089006,178,72.77683134582624,55.17050716936646,50.7817858363338,31.63841807909605,,,,,
sub_15,7,1000,73.50334730663916,8.105735726367735,71.94298345363178,103.09278350515464,60.91370558375635,240,73.09644670050761,88.60029240318902,54.59949671944611,31.799163179916317,,,,,
sub_15,8,1000,72.1438693063694,4.960317049403163,71.74215757806942,89.28571428571428,62.695924764890286,172,71.79130434782608,59.25158849848739,52.3465825616377,37.42690058479532,,,,,
sub_15,10,1000,74.48851744145503,3.19891580445741,74.45498947702815,86.08321377331421,66.81514476614699,126,74.48202480763736,36.43613590928654,36.55100281047858,19.2,,,,,
sub_15,11,1000,71.50193745359587,6.317961471485423,71.36809474141836,91.04704097116843,54.24954792043399,1143,71.4375,76.91020997459024,62.888818606305186,38.704028021015766,,,,,
sub_15,12,1000,73.52612683129388,6.179835445586512,73.84375414334791,88.75739644970413,57.971014492753625,147,73.5,72.61162696383673,57.84014832813527,33.56164383561644,,,,,
sub_16,1,1000,58.49232587097022,4.045495351273042,57.5742592979544,75.66204287515762,52.770448548812666,181,58.518291007258206,74.38481215496621,87.87087402998388,61.111111111111114,,,,,
sub_16,2,1000,61.45369273362146,4.360328399706878,60.67120225627208,83.79888268156425,54.94505494505494,177,61.357845657863564,72.0147385257703,85.57689941967817,64.20454545454545,,,,,
sub_16,3,1000,54.28564830450362,2.6516032698382666,53.90034637406246,66.44518272425249,50.25125628140704,107,54.100971626484196,60.11536453361888,85.02122984178438,62.264150943396224,,,,,
sub_16,4,1000,56.25949184106865,3.208582502155186,55.83793679770373,66.3716814159292,50.76142131979696,150,56.206088992974244,67.45465050566406,94.21715141958826,67.78523489932886,,,,,
sub_16,5,1000,54.195174417921315,2.976906358198659,53.39336784293772,63.62672322375398,49.09983633387889,131,54.16020671834625,66.4055482591215,90.38981042936956,63.07692307692307,,,,,
sub_16,6,1000,56.881492268730696,3.478748893367916,56.15571662528297,67.18924972004478,50.125313283208015,139,56.83134582623509,71.70443701718126,103.39768030265864,73.18840579710145,,,,,
sub_16,7,1000,56.38631669037297,3.7063376088524995,55.80532700144197,74.62686567164178,50.462573591253154,184,56.04060913705584,75.66597847807968,100.93777323645527,67.21311475409836,,,,,
sub_16,8,1000,58.1924885736282,3.33503224688768,57.62283263891038,69.04487917146145,52.038161318300084,139,58.017391304347825,65.1626844670173,90.2524035711236,65.21739130434783,,,,,
sub_16,10,1000,58.84975057371304,3.7642266828505457,57.87695451862866,72.02881152460985,51.99306759098787,100,59.11271810129949,69.75763768106185,88.61870857896814,63.63636363636363,,,,,
sub_16,11,1000,55.60130988226164,4.180103725280663,54.662135038455546,87.46355685131195,46.43962848297213,888,55.5,85.63204147150634,110.79737163884687,69.67305524239008,,,,,
sub_16,12,1000,55.41153912747451,3.4980044899943312,54.81519022123041,69.44444444444444,50.0,111,55.5,75.1582483957567,104.78225565866309,69.0909090909091,,,,,
sub_17,1,1000,67.51394039566054,2.7381170952647724,67.25408147511222,75.66204287515762,61.79196704428424,208,67.24753883707021,39.00335516084857,44.824468872578265,31.40096618357488,,,,,
sub_17,2,1000,68.67109845945815,3.390950925293236,68.58143264672874,79.7872340425532,62.04756980351603,198,68.63759005794907,45.52355117737895,42.61550929712164,28.426395939086298,,,,,
sub_17,3,1000,69.07224377291433,2.869427208830933,69.02418106153497,76.43312101910827,61.79196704428424,136,68.76385178693319,38.837969032698574,41.381281369251894,22.962962962962962,,,,,
sub_17,4,1000,68.69169362585558,5.7385720602740795,67.11630994204008,92.44992295839754,61.664953751284685,183,68.57142857142857,70.78572722776377,51.185395879891516,35.16483516483517,,,,,
sub_17,5,1000,68.90010873219431,3.164982495968996,68.46088045310634,80.10680907877169,62.761506276150634,166,68.63049095607235,42.47817577992892,46.61054261566614,37.57575757575757,,,,,
sub_17,6,1000,68.82746658204415,4.484374496553463,67.84908829210681,89.82035928143712,62.43496357960458,168,68.68824531516184,56.20559426074077,44.51370440120741,29.94011976047904,,,,,
sub_17,7,1000,68.26054342932812,3.651046844133614,67.92600734813485,81.19079837618403,61.03763987792472,223,67.91878172588832,49.622650304678054,49.97153035633236,37.38738738738739,,,,,
sub_17,8,1000,67.5563785176625,3.4916203838901874,67.32123801356215,78.32898172323759,60.483870967741936,161,67.2,48.17733065124349,45.214026320386786,33.125,,,,,
sub_17,10,1000,69.53894184140741,5.482860798589922,67.88509317424247,84.98583569405099,62.17616580310881,118,69.7530073595334,67.90741082991858,43.241602732745136,29.059829059829063,,,,,
sub_17,11,1000,67.71796452853604,4.168281709824371,67.23647426133536,96.93053311793214,58.30903790087464,1083,67.6875,54.88927791513961,51.78679697013064,34.473197781885396,,,,,
sub_17,12,1000,65.4220526158943,3.1479581830968066,65.06002260015049,79.6812749003984,59.28853754940712,131,65.5,46.44018472513552,50.3951055824538,35.38461538461539,,,,,
sub_18,1,1000,74.82612298721136,4.380798721623994,74.23258322259205,105.4481546572935,63.89776357827476,231,74.68356476616931,46.293801758558125,29.778146202649612,4.782608695652174,,,,,
sub_18,2,1000,76.15590373530215,4.847237274543092,74.99836607835825,96.15384615384616,69.04487917146145,219,75.91733445803459,48.75463655784571,23.756832633459233,2.7522935779816518,,,,,
sub_18,3,1000,73.97631830044676,3.8219259287034104,73.45016517533941,85.71428571428572,65.57377049180327,146,73.82001735950179,42.33596131765116,25.912245067620916,5.517241379310345,,,,,
sub_18,4,1000,75.50296813607177,3.2066418460958017,75.5115260322806,113.20754716981132,65.43075245365321,201,75.31615925058549,32.84759041360415,27.85560398495847,1.0,,,,,
sub_18,5,1000,77.21687378938147,5.450803436382146,76.403840994847,93.31259720062208,62.89308176100629,186,76.89922480620154,54.76816055068637,24.16890294500802,3.2432432432432434,,,,,
sub_18,6,1000,78.1458868902187,3.1457332492922334,77.96020070604183,88.36524300441826,70.50528789659225,191,78.09199318568994,31.3815733632936,17.677295395132496,1.0526315789473684,,,,,
sub_18,7,1000,76.09985571482235,4.734551120534094,75.1124380197908,93.60374414976599,66.2251655629139,250,76.14213197969544,48.83817774966118,27.59163618013209,5.622489959839357,,,,,
sub_18,8,1000,77.6807071517778,7.053869868205738,75.77335784611937,106.38297872340426,67.0391061452514,186,77.63478260869564,66.16123834587333,30.799315350945,3.2432432432432434,,,,,
sub_18,10,1000,76.05113265729399,2.295347464978494,75.90848229108845,83.10249307479225,70.75471698113208,128,75.66427916966336,24.857149681001577,20.938306961468935,0.7874015748031495,,,,,
sub_18,11,1000,78.307332179234,5.323325064355794,77.25839557028846,102.21465076660989,62.95907660020987,1252,78.25,50.98781551287895,26.08610358025897,4.316546762589928,,,,,
sub_18,12,1000,78.8760551790088,5.95666042915771,77.2912022888869,99.83361064891847,68.4931506849315,158,79.0,55.371505981590204,21.115069354519154,1.910828025477707,,,,,
sub_19,1,1000,66.41656477994114,4.720755589751731,65.55062500293825,88.88888888888889,57.41626794258374,206,66.60092788671376,63.73552029368433,42.63778127619756,20.48780487804878,,,,,
sub_19,2,1000,64.4900409907204,6.333672157617321,62.716461724915945,85.59201141226819,55.60704355885079,186,64.47773611504307,89.0651978017197,50.75543449163629,30.270270270270274,,,,,
sub_19,3,1000,63.71914870302983,2.7744506001912277,63.70052973318423,92.16589861751152,58.42259006815969,126,63.70768621436457,40.30700731522594,40.990557527943096,12.0,,,,,
sub_19,4,1000,59.05585180064822,2.542080165210417,58.655312003775435,72.55139056831923,50.29337803855825,157,58.82903981264637,44.851719673285125,42.72130238440017,16.025641025641026,,,,,
sub_19,5,1000,64.11660686527463,6.447972022658627,62.57977054702819,93.75,56.022408963585434,155,64.08268733850129,87.80252128156907,48.676738146688784,27.27272727272727,,,,,
sub_19,6,1000,60.316844104528464,2.7126748751362233,59.7930264949272,76.82458386683739,55.762081784386616,147,60.102214650766605,42.721472732155966,38.36278728502221,14.383561643835616,,,,,
sub_19,7,1000,72.27683370854783,7.984834689572847,70.99726647911822,96.0,58.30903790087464,237,72.18274111675126,91.35980354384601,46.581386109849646,24.576271186440678,,,,,
sub_19,8,1000,64.88653758324374,7.056424990021424,62.22894533938977,85.1063829787234,55.04587155963302,155,64.69565217391305,98.72173018229518,54.74307190474998,27.27272727272727,,,,,
sub_19,10,1000,66.22685009374196,4.879305613558259,65.1458160720406,79.7872340425532,58.99705014749263,111,65.61511709244243,67.17067750586682,39.661873634303845,20.0,,,,,
sub_19,11,1000,65.35940418461514,7.577589496716697,63.162474996123436,99.33774834437087,50.89058524173028,1045,65.3125,101.30836914135867,56.17251881130935,28.065134099616856,,,,,
sub_19,12,1000,66.11101948320929,8.910114149747132,62.92119523837796,97.40259740259741,54.29864253393665,132,66.0,115.60922698751435,47.91354393392011,22.900763358778626,,,,,
sub_2,1,1000,62.7674747551455,3.974511283828893,61.95350107918213,76.72634271099744,55.35055350553505,194,62.72126218457509,61.760942091651735,53.64864474833761,39.37823834196891,,,,,
sub_2,2,1000,68.02250654346973,3.2953567326211464,67.96714057360583,78.22685788787483,60.36217303822938,195,67.59762657222258,46.216286253996785,52.161417460634546,43.81443298969072,,,,,
sub_2,3,1000,61.98639443187393,3.0212774167358876,61.66183985275904,69.68641114982579,55.147058823529406,122,61.68521998533711,50.77358047084331,59.020617866414554,42.97520661157025,,,,,
sub_2,4,1000,62.058500959575596,2.9841821125179164,61.95995552542677,73.17073170731707,56.60377358490566,165,61.82669789227167,50.415892287273365,60.95683879860419,45.73170731707317,,,,,
sub_2,5,1000,62.89568694107472,3.1906045648436927,62.39739449680294,79.05138339920948,56.022408963585434,152,62.84237726098191,50.79848253456563,58.002011459373826,46.35761589403973,,,,,
sub_2,6,1000,62.28407944683611,4.085116854084791,61.751704076116766,80.64516129032258,51.99306759098787,152,62.1465076660988,64.537136835353,65.30829452170171,41.72185430463576,,,,,
sub_2,7,1000,65.5169302161043,5.099481101808941,64.58486203872835,87.08272859216257,57.58157389635316,215,65.48223350253808,71.41693798530237,55.843552424768255,43.925233644859816,,,,,
sub_2,8,1000,66.03082982010075,3.5721577902172768,65.72765369693455,79.26023778071334,59.230009871668315,158,65.94782608695652,51.05784923635955,49.37617249500421,36.30573248407643,,,,,
sub_2,10,1000,63.95902696664658,3.8072695812083968,63.31044744430527,78.32898172323759,55.452865064695004,107,63.25060836839045,58.01284054039363,59.159027005102736,36.79245283018868,,,,,
sub_2,11,1000,66.3790878674001,5.3750135807640556,65.51946836785186,89.95502248875562,51.90311418685121,1061,66.3125,73.56442659120776,60.182552003283725,36.13207547169811,,,,,
sub_2,12,1000,67.84587056847096,5.99432546009708,66.91530573496183,89.82035928143712,58.53658536585366,135,67.5,76.97371944019214,50.07205334631075,32.83582089552239,,,,,
sub_20,1,1000,69.66199366720765,4.765362754046056,69.04862503108713,89.28571428571428,60.79027355623101,215,69.51067716331775,57.89582725219274,28.57811960552677,6.5420560747663545,,,,,
sub_20,2,1000,70.84175638600938,5.567658666442964,70.59447351078967,86.58008658008659,56.71077504725898,204,70.71751702940207,67.44092163182289,35.198025372157026,16.25615763546798,,,,,
sub_20,3,1000,71.72527164902198,5.345898602953351,70.7811133921944,94.04388714733543,59.46481665014867,141,71.29193457321749,61.45625872843381,29.390450169248496,5.0,,,,,
sub_20,4,1000,70.62631927547422,5.08969846072411,69.90534420907147,84.1514726507714,59.7609561752988,189,70.81967213114754,61.336935675061234,32.669549510831054,10.638297872340425,,,,,
sub_20,5,1000,73.80241314897734,8.60569344961121,73.10865285992199,94.9367088607595,58.13953488372093,178,73.59173126614988,94.50652079637382,38.7987230342818,16.38418079096045,,,,,
sub_20,6,1000,71.80709661042643,5.860579257057533,72.19074621277639,87.5912408759124,57.80346820809248,175,71.55025553662692,69.92611612859281,39.53888844444119,16.666666666666664,,,,,
sub_20,7,1000,72.94989543566787,5.587902219242821,72.38852182606546,90.63444108761328,61.03763987792472,239,72.79187817258884,63.3791414927429,30.520726857866432,10.504201680672269,,,,,
sub_20,8,1000,70.53872592898071,4.048700551146603,70.44719238758933,84.50704225352113,61.34969325153374,168,70.12173913043479,49.74165854744756,32.27143912397664,9.580838323353294,,,,,
sub_20,10,1000,70.57941684643752,6.218799420112266,70.2052954151618,85.83690987124464,57.36137667304015,119,70.34413454054639,76.02776698703516,34.81514063010542,11.864406779661017,,,,,
sub_20,11,1000,72.78920354625069,6.9312322619666435,72.52205395063535,112.78195488721803,53.09734513274337,1164,72.75,79.53956408298468,40.17430824580879,14.359415305245054,,,,,
sub_20,12,1000,72.18490160347439,5.5725222532332515,72.4007694454985,84.98583569405099,60.06006006006006,144,72.0,65.36307012885,33.75105632149757,13.286713286713287,,,,,
sub_21,1,1000,71.18636500247061,4.248012640771635,70.88521675163287,88.23529411764706,61.855670103092784,220,71.12720453920888,50.85971871951706,35.02574413618614,14.61187214611872,,,,,
sub_21,2,1000,69.68718846668084,4.7433724155662995,68.79783421383674,83.44923504867873,60.91370558375635,201,69.67755354367559,58.70672788954847,33.901942548218585,14.000000000000002,,,,,
sub_21,3,1000,71.85991886422315,4.823151129000745,72.29836894033615,87.2093023255814,61.664953751284685,142,71.79755113047435,57.02533520389437,38.07614551320626,21.27659574468085,,,,,
sub_21,4,1000,70.20378669645235,3.9242175426334867,70.16484220782255,80.32128514056225,60.483870967741936,186,69.69555035128805,49.333392418528895,40.59897996148479,17.2972972972973,,,,,
sub_21,5,1000,73.81866429245204,4.455886839197329,73.76984096816886,90.09009009009009,62.24066390041494,179,74.00516795865633,50.168690550831556,35.90838940106519,15.168539325842698,,,,,
sub_21,6,1000,76.51348775059182,4.893307854517536,76.15399336435618,92.02453987730061,65.86169045005488,187,76.45655877342419,50.551113279169634,28.86408036184654,6.989247311827956,,,,,
sub_21,7,1000,73.57019016867602,4.586232392427417,73.4394135921176,93.45794392523364,62.43496357960458,241,73.4010152284264,51.327718735588874,33.81304741859594,11.666666666666666,,,,,
sub_21,8,1000,69.3395180947449,5.208776387003935,68.70085132770811,84.6262341325811,58.59375,166,69.28695652173913,65.94504419892093,39.68043076084046,18.181818181818183,,,,,
sub_21,10,1000,71.53408268823489,5.681416048526108,71.9084255536815,91.32420091324201,60.42296072507553,120,70.93526172155939,67.7534741350637,41.10022887478027,17.647058823529413,,,,,
sub_21,11,1000,79.57613198383355,10.146022692872817,78.1886493700359,119.28429423459245,57.69230769230769,1273,79.5625,94.45284224092896,44.790341208988615,17.531446540880502,,,,,
sub_21,12,1000,78.548412770001,6.187011431031349,77.78531108449522,93.60374414976599,64.86486486486486,157,78.5,61.10169153160295,37.29230656626455,14.743589743589745,,,,,
