subject,video,sampling_rate_hz,EDA_SCR_Peaks_N,EDA_SCR_Peaks_Amplitude_Mean,EDA_EDA_Tonic_SD,EDA_EDA_Sympathetic,EDA_EDA_SympatheticN,EDA_EDA_Autocorrelation
sub_11,1,1000,7.0,0.046533007397793535,1.4978485649315731,0.0014396012735368251,7.842415359672664e-06,0.9488949059544025
sub_11,2,1000,12.0,0.038911485840854416,0.670399050681694,0.0007096394622163043,6.026902514633878e-06,0.9416841986870718
sub_11,3,1000,16.0,0.02093505560239905,0.4577973288553175,0.004032732839234061,1.752550974087543e-05,0.8861799666736555
sub_11,4,1000,6.0,0.20572315377416184,0.9775438210752739,0.010721881398780478,6.603234216001891e-05,0.9018048671512214
sub_11,5,1000,4.0,0.14803012837639234,0.3150097297095956,0.0020806903436455214,1.7067518255192648e-05,0.8511175017542643
sub_11,6,1000,24.0,0.007214121859260465,0.7039957366726682,0.0007451237503177838,6.563356115898052e-06,0.9157967656400036
sub_11,7,1000,11.0,0.7732834384589473,2.940299747869076,0.09855267644186898,0.0010671837904796112,0.9365509866517613
sub_11,8,1000,18.0,0.38098308969321487,2.4079708310016215,0.03039282515150942,0.00026347096223395926,0.9115274500901887
sub_11,10,1000,5.0,0.4241014911782954,1.0275050544619304,0.004671197840335157,1.4583883995239098e-05,0.8925096187632823
sub_11,11,1000,11.0,1.9436368393341028,3.0839445506103043,0.11792729889320622,0.002560027337283294,0.9577693084225831
sub_11,12,1000,10.0,0.12424042303382339,0.12980280820179216,0.005142995623573428,4.293480705134769e-05,0.4850514985351763
sub_12,1,1000,11.0,0.026860399282115963,1.8727393129247973,0.004550317928479848,8.8938732142989e-06,0.9338071799972566
sub_12,2,1000,10.0,0.031858519695533834,1.828746130249633,0.001314687183256877,7.04906442384606e-05,0.8666396495230149
sub_12,3,1000,9.0,0.012151557724308697,1.4333005659174576,0.0019721951169762763,9.32905182188516e-06,0.9123128062149924
sub_12,4,1000,9.0,0.007195340118759173,1.6570261070793035,0.00047931498778572637,7.4166725344754804e-06,0.9339637832745522
sub_12,5,1000,9.0,0.08571508098163932,1.1789087595897572,0.009531263290647983,3.1848719983591014e-05,0.9104163133944381
sub_12,6,1000,123.0,0.007083914958962667,1.4960975882691478,0.0004629913359996752,5.957309970700695e-06,0.9225693799522996
sub_12,7,1000,24.0,0.0816023609975153,9.946546465569458,0.04281128356598918,0.0005430965618914549,0.9432926925514385
sub_12,8,1000,13.0,0.05161865338885466,6.668294977261987,0.03360674769449705,0.0017704901608587794,0.9204555978393665
sub_12,10,1000,7.0,0.17346800162934203,1.0031610404437632,0.004018013721305904,2.1012397854679396e-05,0.8894603160487778
sub_12,11,1000,10.0,6.816408673739505,10.809792022771331,1.5117520547015977,0.008744726424524098,0.9651736394398903
sub_12,12,1000,7.0,0.0604696037415273,1.460049836508136,0.007462538362014077,1.330847852217965e-05,0.9480854259713695
sub_13,1,1000,11.0,0.19580771977923722,1.2278680771104766,0.05798468237514164,0.00019064503413795855,0.8905842434577343
sub_13,2,1000,16.0,0.31057663963964793,0.6450212738403933,0.023074718718033738,9.32009245326242e-05,0.669353744023504
sub_13,3,1000,8.0,0.09927142222078608,0.8233023501931954,0.04363187110016217,0.00014714308879361195,0.878039343070076
sub_13,4,1000,6.0,0.08912405453570084,1.6389488735056075,0.0020126736171890694,1.031970653390005e-05,0.9113374256183364
sub_13,5,1000,8.0,0.2284113710105244,0.8138100605414161,0.01761821802027923,6.972875566535315e-05,0.8566144951002391
sub_13,6,1000,4.0,0.012579778646968937,1.3505220312969806,0.002207375367556639,8.582566061403094e-06,0.9122713500039106
sub_13,7,1000,17.0,0.1831167989603596,6.234415501042607,0.24975702827501947,0.0008623040654406688,0.9561747658581954
sub_13,8,1000,16.0,0.8654226207539859,3.234380700079733,0.2416315088360266,0.0009716142568326132,0.8755552159921712
sub_13,10,1000,7.0,0.17366144859729557,1.4328840264660005,0.008944723840749937,2.318133085475362e-05,0.8949027481726993
sub_13,11,1000,10.0,2.775562117522731,3.7365359324389273,0.24173787935930283,0.0028719396654777293,0.9484755624897705
sub_13,12,1000,8.0,0.27902603516721214,1.8389062331979242,0.04236300652898885,7.891029784699638e-05,0.8367159464116348
sub_14,1,1000,4.0,0.3826518772840185,2.3077292140949126,0.0026708140324276444,6.64394127121828e-06,0.9387707547691932
sub_14,2,1000,8.0,0.7123773620758318,1.8380243766856956,0.05560293714151364,0.0001580368666115975,0.8964377409343987
sub_14,3,1000,124.0,0.008296559907194842,1.4327535373378153,0.0029395653738830134,9.387781397671477e-06,0.9041303127163941
sub_14,4,1000,10.0,0.7454770608311699,1.416285644937289,0.054605491053364076,0.00023135065769796606,0.6866646233857593
sub_14,5,1000,2.0,1.0003619040528593,1.475229327033923,0.000936195836801454,6.377406756021878e-06,0.7553639818918271
sub_14,6,1000,6.0,0.8805660547268989,2.5035893724678866,0.18388310711104586,0.00040375632484345526,0.871638972384638
sub_14,7,1000,9.0,2.5123495268142,5.635887829913787,1.697901815257507,0.0042545112879847045,0.9248467471332371
sub_14,8,1000,7.0,3.3336598906564134,6.825197622978721,0.431207475903078,0.001921034146740117,0.8515139866531799
sub_14,10,1000,7.0,0.8952833925137665,1.4279096958193036,0.47284978435663827,0.0018457116934803492,0.7410789292001537
sub_14,11,1000,17.0,4.103145714187165,6.374419226049667,0.7586700032136131,0.007697940159176781,0.9488294711848116
sub_14,12,1000,3.0,1.5927127583190426,2.0645327270183276,0.06371301845593247,0.0002060971290639535,0.7867350344610737
sub_15,1,1000,8.0,0.02148748729797655,0.6820497926661652,0.0019009191150921123,2.8734348273485934e-05,0.9222810659911902
sub_15,2,1000,7.0,0.5864439012198669,1.0630467817347846,0.0942726205428747,0.00018881039545804302,0.7414096180348794
sub_15,3,1000,28.0,0.00551369582439254,1.374550636348664,0.001985737304427908,9.42158878576522e-06,0.8982219329457111
sub_15,4,1000,5.0,0.006516063884823733,2.9025081991111934,0.004728408133891548,1.2117218351497303e-05,0.9201737506406596
sub_15,5,1000,8.0,0.013887928752712136,0.43692728502122447,0.003301939936570733,4.7714465074187783e-05,0.8645457761832851
sub_15,6,1000,10.0,0.008625785202571673,2.0927168722304685,0.0031689890942488987,6.132686528683074e-06,0.9256398914433746
sub_15,7,1000,12.0,1.701203267252194,11.887356406156389,1.1656959114838252,0.0032723986676970167,0.958058906528903
sub_15,8,1000,8.0,1.1412837234228843,3.2743079022390753,0.13631361204187745,0.0005544383061629556,0.84359902349032
sub_15,10,1000,3.0,0.6523013313629521,2.6472073305578703,0.008952721456296359,1.641125375100082e-05,0.8809069386077395
sub_15,11,1000,8.0,5.802789218296417,11.348153267786413,1.184214661646735,0.007675211129476467,0.9807768785284201
sub_15,12,1000,5.0,0.17736415724086607,1.0061003582652581,0.05034107318317008,0.00011621482240012757,0.876916067766465
sub_16,1,1000,11.0,0.09060087010152347,1.1086645342883898,0.0013679505106746499,1.9310259020639088e-05,0.9620710989341027
sub_16,2,1000,6.0,0.03771135972962251,0.9608503010518474,0.0019101268885160765,1.5246256423729732e-05,0.9425883947548169
sub_16,3,1000,22.0,0.02406889473208261,1.3990162801976653,0.0015430898052224893,8.807176891074656e-06,0.9111783676360562
sub_16,4,1000,33.0,0.009513967929543315,0.4441678625513861,0.0007786711618561281,2.0486815712035905e-05,0.9229672098894042
sub_16,5,1000,10.0,0.3014311068738834,1.3587155911011926,0.013261079910969456,5.631657890680741e-05,0.888938504111123
sub_16,6,1000,95.0,0.008687282906179615,0.7054439001889192,0.0005282050841519336,6.495026642318289e-06,0.920949005437108
sub_16,7,1000,19.0,0.5865049577292215,6.08160658745682,0.16046541939973943,0.0023983956870095675,0.9609607796856977
sub_16,8,1000,15.0,0.1127880290759336,1.542508924559273,0.014995080138773624,0.0003959936511363621,0.88568351011498
sub_16,10,1000,36.0,0.005127237946859766,1.3772957791688567,0.0037567215780784863,1.1943758066633491e-05,0.8875005988815168
sub_16,11,1000,9.0,2.757143549329748,5.200525024970729,0.24232917835243004,0.004186973759195292,0.9671853525090253
sub_16,12,1000,8.0,0.18948806013509942,1.0498108391831455,0.006137041110227955,2.8878672820887366e-05,0.907058936743
sub_17,1,1000,84.0,0.00695437335517158,0.3768107102779521,0.000614833642557126,5.8899782619343385e-06,0.9418950922665341
sub_17,2,1000,1.0,0.49010609801369115,0.21684588796624757,0.00036075809185216333,6.1225316862962136e-06,0.9286987238913712
sub_17,3,1000,99.0,0.004039790564010601,0.7844280930438841,0.0023277481159379053,9.480262369824945e-06,0.9011933005114584
sub_17,4,1000,63.0,0.00877755165006113,0.9297431775347611,0.0006095968321486409,6.629288842306504e-06,0.9231805894600514
sub_17,5,1000,3.0,0.01269856043512689,1.572505945990939,0.007794668727188078,2.090961716837899e-05,0.8959881086867566
sub_17,6,1000,72.0,0.010222294873397767,2.891834435499079,0.002424153738426579,6.396117724018842e-06,0.930071966856121
sub_17,7,1000,7.0,0.29729966018479265,3.511030147867572,0.1568456847576012,0.0005233623673051294,0.9478842034016892
sub_17,8,1000,7.0,0.045237974150720804,1.8163464277380812,0.0008657788671251815,9.346955473280678e-06,0.8256964916248392
sub_17,10,1000,4.0,0.10823208135422864,1.575037685214292,0.008661337445673285,1.3863744332949063e-05,0.90834211751357
sub_17,11,1000,9.0,2.1044271827641734,7.3070117252442675,0.21751281783929602,0.0026090922652605947,0.9786393853602363
sub_17,12,1000,42.0,0.008892320833035264,0.2710802808181972,0.0007888432316684421,9.743448339360544e-06,0.8706286352582742
sub_18,1,1000,13.0,0.16013590198886116,0.49707602061878714,0.006400328493959315,0.00021413586881511296,0.8476949787698853
sub_18,2,1000,7.0,0.15686350214842834,1.317766758112578,0.0012199633267586832,1.2211386314959863e-05,0.9655630574636761
sub_18,3,1000,10.0,0.00997289881207033,2.4299632410400127,0.002526626649406295,1.3014117210789857e-05,0.8832268061872586
sub_18,4,1000,26.0,0.013451267666138255,2.9942006837256043,0.001329969616980498,9.133142528934029e-06,0.9228217403755267
sub_18,5,1000,6.0,0.9739055790541201,2.319030660420132,0.020284318184171406,0.00010443033520445138,0.9170005538878736
sub_18,6,1000,2.0,0.13180418583809245,1.4693818823178444,0.0018829506636405216,2.4789738548971236e-05,0.9198320713852636
sub_18,7,1000,21.0,2.0100331908145925,3.272101864815952,0.8869528945435159,0.0034359031084834927,0.8675583863845944
sub_18,8,1000,8.0,1.3933051732157302,4.108122383432602,0.06050627022656538,0.0011308611129701401,0.8633174592681732
sub_18,10,1000,19.0,0.020241651575166983,1.9538828189533481,0.003975717005008607,1.9566137198577757e-05,0.8821379454546291
sub_18,11,1000,16.0,2.0220789224407465,5.261557782323295,0.35694453339927407,0.004686393525378851,0.9544848623129778
sub_18,12,1000,6.0,0.6220110600946334,0.629273453395316,0.06840855048869532,0.0003850262257971966,0.7134792063990222
sub_19,1,1000,7.0,0.185889836518388,1.7238780108842517,0.0016759834145794687,2.6564211952522355e-05,0.8263919306291492
sub_19,2,1000,8.0,0.07250360913236306,3.039677641950954,0.006282940900613651,5.9893620944883176e-05,0.8870580615782475
sub_19,3,1000,112.0,0.005542829918235368,1.1947954338710747,0.0017657599969216192,9.123243756678811e-06,0.9006752200671341
sub_19,4,1000,1.0,1.1582335350237263,2.4104377362634137,0.001414188196407574,6.7097502313786425e-06,0.9407362811136066
sub_19,5,1000,3.0,0.006633517399136669,1.8055403630135967,0.006646048965872755,1.3879398750603914e-05,0.894783422959022
sub_19,6,1000,1.0,0.010506963251394053,2.798628708821167,0.0018508985385813257,6.6425665573558295e-06,0.9244712942940542
sub_19,7,1000,8.0,1.236090591619643,7.97849048049168,0.4674682241376588,0.0019748874883479405,0.9495031098963581
sub_19,8,1000,6.0,0.380176476847856,3.1818876324443144,0.009853202606657754,0.00011956051734696971,0.8871386841983735
sub_19,10,1000,14.0,0.020289533900108094,1.3556403479142811,0.004509853899026154,1.2787602376791195e-05,0.8951981600530928
sub_19,11,1000,9.0,5.120547659292339,7.068641270273351,0.6061058943922608,0.004786447119171776,0.9613936525262715
sub_19,12,1000,9.0,0.012453936358496223,1.0062712140924834,0.016962937108577297,6.632601251866985e-05,0.8122322694592781
sub_2,1,1000,7.0,0.6559116008804996,4.297748778316618,0.007814967742205789,3.079938907523307e-05,0.9634030421891994
sub_2,2,1000,17.0,0.7811328758930715,10.270283724453042,0.2914774741591257,0.007193608648288951,0.9653225767560821
sub_2,3,1000,3.0,1.6723020277757223,2.3747224169499783,0.1958760456441718,0.0017076230416840864,0.886936399721117
sub_2,4,1000,1.0,0.31966984207705573,1.147378400541385,0.00018244039306677736,9.0878472216495e-06,0.9559550178097501
sub_2,5,1000,3.0,0.7065788776927672,1.234173516337054,0.035254873896900976,0.0003679655946399739,0.8407562395322121
sub_2,6,1000,1.0,,4.432044854125261,0.0014700222067778861,7.341488034960466e-06,0.914518847221738
sub_2,7,1000,19.0,0.9540840962725314,9.119410034915436,0.20698640876883326,0.0014358812801317507,0.9351069237254922
sub_2,8,1000,18.0,1.3004896842616571,6.370308480400928,0.39469050893589364,0.0025029976296814913,0.899637227746518
sub_2,10,1000,11.0,0.024207086744650174,3.309542381017979,0.002752229792959266,1.295318575289981e-05,0.8877160848189326
sub_2,11,1000,7.0,7.483955410307743,6.7326229648701785,1.1710690498617424,0.011525623955097422,0.9502280773101041
sub_2,12,1000,8.0,0.34245607881084544,1.879198642307973,0.015500755324623215,4.065857760323118e-05,0.9224581083461363
sub_20,1,1000,12.0,0.31475471300622965,0.42268964372608947,0.0029061948949646176,3.332432549200346e-05,0.488364339154735
sub_20,2,1000,14.0,0.6861607834618665,0.834254494041276,0.12357001293289442,0.0006059418588915869,0.5318215302271619
sub_20,3,1000,5.0,0.114694605824269,0.8938046251954764,0.001520847192487692,9.536520809667028e-06,0.9076321794309271
sub_20,4,1000,8.0,0.12920240063288585,1.3654184836196432,0.00361419041068169,1.9908963980065066e-05,0.9174478556301481
sub_20,5,1000,13.0,0.9607525141820078,2.4202183917711557,0.1981419512292017,0.0012286695930552925,0.8535472511768749
sub_20,6,1000,3.0,1.2952540281958498,1.6369736143260447,0.015443067608272642,6.071776005178387e-05,0.8394922802328642
sub_20,7,1000,15.0,1.8932378315186704,2.2032654505714886,1.0375537571328812,0.006283729499202417,0.7762323107095475
sub_20,8,1000,10.0,1.1157001190120996,3.292487064658251,0.08364906933554893,0.0009115617155685087,0.8826183031927686
sub_20,10,1000,6.0,0.6554057401866624,0.887028180051318,0.028311469476063743,7.531076146970934e-05,0.8072518759000556
sub_20,11,1000,13.0,2.3618786626469155,4.567442629555801,0.17482177959352038,0.002368092289695107,0.9657295850032237
sub_20,12,1000,5.0,0.9294207779963166,0.9289416428594625,0.01078142472728927,3.410616414540928e-05,0.7495331319600431
sub_21,1,1000,20.0,0.005222297285898941,0.19769356569330854,0.00029511396588754606,8.908961979753065e-06,0.9227927140454916
sub_21,2,1000,8.0,0.0031189556879290224,0.38010218494986064,0.00030908937226754624,9.932995531604784e-06,0.9098714156780795
sub_21,3,1000,8.0,0.009261961223474323,0.14454528678766249,0.007077010966712364,0.00013922690431152684,0.6642974911943654
sub_21,4,1000,16.0,0.006861436319996883,0.08632321419140318,0.0004243915183602275,1.6060663435257145e-05,0.8732468420522341
sub_21,5,1000,8.0,0.005599922447273288,0.13817458690993334,0.0006261792926121906,1.6497247259686607e-05,0.8304685967334765
sub_21,6,1000,5.0,0.0050959478415869884,0.31781907733747294,0.00022696489271252407,5.564415641314428e-06,0.8911769385887734
sub_21,7,1000,6.0,0.08201639779097035,0.3134188722328717,0.007979220734295304,0.0002587954548515876,0.8951960179617278
sub_21,8,1000,23.0,0.004918813049416698,0.30329849634585093,0.00037206036919279457,8.79814220192314e-06,0.9264042697159822
sub_21,10,1000,16.0,0.1621546703158288,0.28539264487578403,0.0010624230964407185,2.1501311167652947e-05,0.8745461510045583
sub_21,11,1000,25.0,0.13060711267987374,0.4596636254803042,0.0033536756131615393,0.0005545116573338828,0.955494368785554
sub_21,12,1000,15.0,0.023171555022563097,0.24233556924498995,0.00234054102629918,4.900294649436932e-05,0.8226712288728838
sub_22,1,1000,3.0,0.010268246929608893,0.32738036930003517,0.001438897142167432,5.805058460169746e-05,0.6454797689732392
sub_22,2,1000,9.0,0.015823836579834247,0.20633007397577677,0.0058578326282075375,0.0001890312908404217,0.810638912564356
sub_22,3,1000,16.0,0.007396348793954301,0.2665046906525191,0.00024781908873151403,8.777093773513713e-06,0.9143580307549365
sub_22,4,1000,3.0,0.008991478818743005,0.7764533259315352,0.0002884843907597097,9.229437026052936e-06,0.9389219939740824
sub_22,5,1000,27.0,0.007103769301429402,0.4057949425718042,0.0005163700141503503,1.3069559963243866e-05,0.9049435061479436
sub_22,6,1000,94.0,0.005353603572563693,0.3122757306626279,0.00011953126333450197,6.251166846586206e-06,0.9287681560851258
sub_22,7,1000,7.0,0.1799727369897816,1.9807155262542306,0.10757769055617188,0.004987171711213717,0.92978423432599
sub_22,8,1000,5.0,0.547580691694626,0.8623632365036047,0.016065463663637525,0.0006200543438179718,0.8374005410252089
sub_22,10,1000,5.0,0.006037900925131477,0.43931313783884524,0.006859813334887524,0.00011636023500753085,0.843822019343444
sub_22,11,1000,10.0,1.0488732373484349,1.6303486631404422,0.03755504846446754,0.003906031503887117,0.9626678048720011
sub_22,12,1000,86.0,0.008732722555311311,0.27906383251859745,0.00026559821749178595,9.21780012529646e-06,0.9203266458207533
sub_23,1,1000,21.0,0.29327009984979296,0.33282040033532223,0.015657945083705188,0.00019651369377511024,0.6949276360823621
sub_23,2,1000,11.0,0.18493634615354304,0.7513079250796569,0.07461136273356637,0.0010733365483754625,0.8265413769910862
sub_23,3,1000,10.0,0.2199806060726043,0.3687330975792922,0.016606023328222322,0.0001600784403361658,0.5906359087182758
sub_23,4,1000,14.0,0.024729294861747055,0.1471886222259016,0.005026517194123091,9.114576756241537e-05,0.6413424733271682
sub_23,5,1000,9.0,0.272175071558566,0.2914186770590571,0.019701556733066134,0.00025134053804386723,0.5665785547030832
sub_23,6,1000,10.0,0.027819244481117167,0.3001293216721672,0.0015936052468163505,2.1480555065281133e-05,0.8351195080242984
sub_23,7,1000,13.0,0.5130906552738568,0.8139126042288954,0.12598566736009004,0.0017903445367671064,0.7961669123993366
sub_23,8,1000,9.0,0.51316318852886,0.4758993700728722,0.027210872080463164,0.00035621179306951327,0.5332609080987188
sub_23,10,1000,11.0,0.3343805299765883,0.33700252847201745,0.01921031981306798,0.0001695604308625517,0.6638244971427579
sub_23,11,1000,43.0,0.2663749917395703,0.568280645220924,0.012740010429516816,0.0009770217658178733,0.9038420451641542
sub_23,12,1000,10.0,0.26815675157777874,0.33716868543410916,0.008232470856238972,7.914369917068001e-05,0.6174559850248108
sub_24,1,1000,36.0,0.004833282761227805,0.30883962901982687,6.719191064770143e-05,4.584348299163192e-06,0.9387802330488234
sub_24,2,1000,11.0,0.24839995285493205,1.7507188338208821,0.01754060915904417,0.0009984312058605967,0.8961236637713629
sub_24,3,1000,120.0,0.0041801766300501725,0.3871752311309728,0.0003056870561782345,9.270924552200374e-06,0.9002111443357262
sub_24,4,1000,41.0,0.008310293850795665,0.9034577640127944,0.0002475249171848653,7.223438131925548e-06,0.93042722381336
sub_24,5,1000,55.0,0.01077454699685045,0.5685387404733384,0.0005080206993506206,1.0588244420426455e-05,0.9106588393830878
sub_24,6,1000,4.0,0.005707674443521913,0.17631204693171068,7.975359335488029e-05,6.592237946548472e-06,0.9487629591724622
sub_24,7,1000,8.0,0.41278331789214345,2.5072605958860463,0.15573966365389724,0.00485549728073685,0.9383583529425087
sub_24,8,1000,5.0,0.05964771923869068,0.6475048413029924,0.0010251805024633198,5.6281604371393194e-05,0.8555063876524196
sub_24,10,1000,90.0,0.004744216966944409,0.3610381216687789,0.0002456591898060342,1.1847053372572589e-05,0.8731001734313679
sub_24,11,1000,16.0,0.9709967581355851,2.421415777320673,0.08123248944331063,0.008635907788242842,0.9713895832752591
sub_24,12,1000,3.0,0.7496946678434258,0.5577500453384193,0.01787511821671436,0.0002247716828456041,0.7203058241157215
sub_25,1,1000,45.0,0.00451917444627253,0.8980787295828246,0.0002456594719541926,9.805971790709215e-06,0.9436182376709438
sub_25,2,1000,13.0,0.027639166703808907,1.0339389845411893,0.005174000941619107,0.00022140738835387902,0.9424196265622619
sub_25,3,1000,72.0,0.006345209235205552,0.6631125527678925,0.0005292025381339375,9.179929938509256e-06,0.8967048177955491
sub_25,4,1000,4.0,0.01085872005118369,1.4627159073326044,0.0008318571636128636,7.093265005147975e-06,0.915795354602321
sub_25,5,1000,6.0,0.056082035253708716,2.094772520224465,0.001953629931947594,1.1058670299060218e-05,0.9156447359388495
sub_25,6,1000,14.0,0.012554687192565002,1.1808021776899515,0.0003198356283666703,6.149564488421586e-06,0.9267077654638812
sub_25,7,1000,11.0,0.15842891829163866,6.917125845670863,0.2319482096889584,0.003762229141631251,0.9481217085147357
sub_25,8,1000,8.0,0.25063783686103175,2.4165674054383897,0.019871893914137663,0.000787389764313884,0.8904379386901385
sub_25,10,1000,71.0,0.007627706922292123,1.2495236793488187,0.0009064010135068319,1.050093420537036e-05,0.8901873351802572
sub_25,11,1000,9.0,4.0578145955302825,5.768357161642963,0.23912847010229332,0.0033595747034505536,0.9632895969581386
sub_25,12,1000,7.0,0.15831427532550243,0.6758187936574075,0.006398204900546311,7.032330066523622e-05,0.8845847270016044
sub_26,1,1000,14.0,0.6790786768535245,2.8738221019771424,0.07157133631528959,0.00010974860238412155,0.9139048953411201
sub_26,2,1000,16.0,1.4146966353487969,7.820127503330014,0.40417009154930655,0.000676766795114791,0.9533869878706994
sub_26,3,1000,6.0,0.44458642788564945,2.6561756332772175,0.09126053369688249,0.00012358718656049823,0.8521199031617814
sub_26,4,1000,4.0,1.0890660210932461,3.4971779846758433,0.005834488468876668,1.290370128142774e-05,0.9105629277188616
sub_26,5,1000,8.0,1.1439733882904721,2.104085226013945,0.24352253842460955,0.0004402625123970888,0.7920646044634851
sub_26,6,1000,2.0,1.3885147685244779,2.6675785476890996,0.006076186436992334,2.5414554637284326e-05,0.9389401332485997
sub_26,7,1000,19.0,1.6187511219929158,3.644389213727447,0.7299086165983107,0.0019399588157704237,0.8588461316536201
sub_26,8,1000,12.0,1.9156679009737088,7.696781272086994,0.5897395115383066,0.0016620725531847368,0.8824945004103271
sub_26,10,1000,7.0,0.4850092304976468,2.038402975905764,0.03485282810066357,7.183744743533493e-05,0.9011893749370012
sub_26,11,1000,12.0,6.416682972133718,6.9289192151190395,1.058439612199187,0.00589678726007499,0.9364569676724448
sub_26,12,1000,10.0,1.229259643118479,0.6206230442017215,0.16294607480780401,0.00024015889761099177,0.20046974882241111
sub_27,1,1000,6.0,0.4060668739353443,1.8094482229227555,0.04064431499656587,8.345932155861535e-05,0.9118979000075548
sub_27,2,1000,12.0,0.29211393703565725,3.1552849934378475,0.07543698165683568,0.00038436237349408106,0.9313019488031499
sub_27,3,1000,2.0,0.6800088197357991,1.3792034870023675,0.003856609871866164,8.456780471527697e-06,0.9087231454911029
sub_27,4,1000,1.0,0.9303110614835403,2.164220121889406,0.002009260601916143,6.537666312770226e-06,0.937658535348218
sub_27,5,1000,3.0,0.49117838673512004,1.0257388882229055,0.010715873110603482,4.2440848923087724e-05,0.8869231896867322
sub_27,6,1000,5.0,0.1513766166261868,5.173470606144526,0.002511631168083747,6.256111782497834e-06,0.9292343204031707
sub_27,7,1000,11.0,1.1233383096687126,9.311598974660857,0.41045835445854756,0.0015830308660961367,0.9579347967242838
sub_27,8,1000,12.0,0.9768559228916452,3.0873411931702814,0.2552708712904189,0.000777831929057741,0.8571523501072849
sub_27,10,1000,5.0,0.2995714823937061,1.3043361793051504,0.007790983983142582,1.4658951710239556e-05,0.8893785425054122
sub_27,11,1000,9.0,5.61611008522659,6.129359896852013,0.5862203564140741,0.004116692030480784,0.9551915946532784
sub_27,12,1000,99.0,0.0075202337636481485,0.9924814287487411,0.0014120816427533756,9.060832193968882e-06,0.8987845064325743
sub_28,1,1000,5.0,0.30205388362791996,1.3631301667195928,0.0009747575500763784,8.797548545666527e-06,0.9442720234825324
sub_28,2,1000,11.0,0.13339392399601444,0.9243248694304889,0.00735735927178154,9.558743995801448e-05,0.9111547682894576
sub_28,3,1000,8.0,0.15357586206755572,0.45001238219306344,0.005407437480221254,5.691613899074805e-05,0.7963958597184907
sub_28,4,1000,4.0,0.08950034031144267,0.8776492517426707,0.0012134448502008285,1.3294464568528902e-05,0.9369395406632404
sub_28,5,1000,8.0,0.06296244226603905,0.33174974527622975,0.004457148060412762,5.3938846304314196e-05,0.7001437234993853
sub_28,6,1000,12.0,0.006306121097013873,0.5931732982760671,0.001613377209315957,1.2978415196169826e-05,0.9027980437830891
sub_28,7,1000,16.0,0.4250815101744776,2.8985419398794994,0.13247005133548514,0.0019706161767824096,0.929165079509705
