subject,start_s,end_s,video
2,1470.00101,1530.00001,1
2,1500.00101,1560.00001,11
2,1530.00101,1590.00001,11
2,1560.00101,1620.00001,11
2,1590.00101,1650.00001,11
2,1620.00101,1680.00001,3
2,1650.00101,1710.00001,3
2,1680.00101,1740.00001,3
2,1710.00101,1770.00001,3
2,1740.00101,1800.00001,11
2,1770.00101,1830.00001,11
2,1800.00101,1860.00001,11
2,1830.00101,1890.00001,11
2,1860.00101,1920.00001,5
2,1890.00101,1950.00001,5
2,1920.00101,1980.00001,5
2,1950.00101,2010.00001,5
2,1980.00101,2040.00001,5
2,2010.00101,2070.00001,11
2,2040.00101,2100.0000099999997,11
2,2070.00101,2130.0000099999997,11
2,2100.00101,2160.0000099999997,11
2,2130.00101,2190.0000099999997,7
2,2160.00101,2220.0000099999997,7
2,2190.00101,2250.0000099999997,7
2,2220.00101,2280.0000099999997,7
2,2250.00101,2310.0000099999997,7
2,2280.00101,2340.0000099999997,7
2,2310.00101,2370.0000099999997,12
2,2340.00101,2400.0000099999997,12
2,2370.00101,2430.0000099999997,12
3,0.00101,60.00001,10
3,30.00201,90.00101,10
3,60.00101,120.00101,10
3,90.00201,150.00001,11
3,120.00201,180.00001,11
3,150.00101,210.00001,11
3,180.00101,240.00001,11
3,210.00101,270.00001000000003,5
3,240.00101,300.00001000000003,5
3,270.00101,330.00001000000003,5
3,300.00101,360.00001000000003,5
3,330.00101,390.00001000000003,5
3,360.00101,420.00001000000003,11
3,390.00101,450.00001000000003,11
3,420.00101,480.00001000000003,11
3,450.00101,510.00001000000003,11
3,480.00101,540.00001,7
3,510.00101,570.00001,7
3,540.0010100000001,600.00001,7
3,570.0010100000001,630.00001,7
3,600.0010100000001,660.00001,7
3,630.0010100000001,690.00001,7
3,660.0010100000001,720.00001,11
3,690.0010100000001,750.00001,11
3,720.0010100000001,780.00001,11
3,750.0010100000001,810.00001,11
3,780.0010100000001,840.00001,1
3,810.0010100000001,870.00001,1
3,840.0010100000001,900.00001,1
3,870.0010100000001,930.00001,1
3,900.0010100000001,960.00001,1
3,930.0010100000001,990.00001,1
3,960.0010100000001,1020.00001,11
3,990.0010100000001,1050.00001,11
3,1020.0010100000001,1080.00001,11
3,1050.00101,1110.00001,11
3,1080.00101,1140.00001,3
3,1110.00101,1170.00001,3
3,1140.00101,1200.00001,3
3,1170.00101,1230.00001,3
3,1200.00101,1260.00001,11
3,1230.00101,1290.00001,11
3,1260.00101,1320.00001,11
3,1290.00101,1350.00001,11
3,1320.00101,1380.00001,2
3,1350.00101,1410.00001,2
3,1380.00101,1440.00001,2
3,1410.00101,1470.00001,2
3,1440.00101,1500.00001,2
3,1470.00101,1530.00001,2
3,1500.00101,1560.00001,11
3,1530.00101,1590.00001,11
3,1560.00101,1620.00001,11
3,1590.00101,1650.00001,11
3,1620.00101,1680.00001,4
3,1650.00101,1710.00001,4
3,1680.00101,1740.00001,4
3,1710.00101,1770.00001,4
3,1740.00101,1800.00001,4
3,1770.00101,1830.00001,4
3,1800.00101,1860.00001,11
3,1830.00101,1890.00001,11
3,1860.00101,1920.00001,11
3,1890.00101,1950.00001,11
3,1920.00101,1980.00001,8
3,1950.00101,2010.00001,8
3,1980.00101,2040.00001,8
3,2010.00101,2070.00001,8
3,2040.00101,2100.0000099999997,11
3,2070.00101,2130.0000099999997,11
3,2100.00101,2160.0000099999997,11
3,2130.00101,2190.0000099999997,11
3,2160.00101,2220.0000099999997,6
3,2190.00101,2250.0000099999997,6
3,2220.00101,2280.0000099999997,6
3,2250.00101,2310.0000099999997,6
3,2280.00101,2340.0000099999997,6
3,2310.00101,2370.0000099999997,12
3,2340.00101,2400.0000099999997,12
3,2370.00101,2430.0000099999997,12
4,1e-05,59.999010000000006,10
4,30.00001,90.00000999999999,10
4,60.00001,120.00000999999999,10
4,90.00101,149.99901,11
4,120.00101,179.99901,11
4,150.00001,209.99901,11
4,180.00001,239.99901,11
4,210.00001,269.99901,4
4,240.00001,299.99901,4
4,270.00001000000003,329.99901,4
4,300.00001000000003,359.99901,4
4,330.00001000000003,389.99901,4
4,360.00001000000003,419.99901,11
4,390.00001000000003,449.99901,11
4,420.00001000000003,479.99901,11
4,450.00001000000003,509.99901,11
4,480.00001000000003,539.99901,2
4,510.00001000000003,569.99901,2
4,540.00001,599.99901,2
4,570.00001,629.99901,2
4,600.00001,659.99901,2
4,630.00001,689.99901,2
4,660.00001,719.99901,11
4,690.00001,749.99901,11
4,720.00001,779.99901,11
4,750.00001,809.99901,11
4,780.00001,839.99901,8
4,810.00001,869.99901,8
4,840.00001,899.99901,8
4,870.00001,929.99901,8
4,900.00001,959.99901,8
4,930.00001,989.99901,11
4,960.00001,1019.99901,11
4,990.00001,1049.99901,11
4,1020.00001,1079.99901,11
4,1050.00001,1109.99901,6
4,1080.00001,1139.99901,6
4,1110.00001,1169.99901,6
4,1140.00001,1199.99901,6
4,1170.00001,1229.99901,6
4,1200.00001,1259.99901,11
4,1230.00001,1289.99901,11
4,1260.00001,1319.99901,11
4,1290.00001,1349.99901,11
4,1320.00001,1379.99901,3
4,1350.00001,1409.99901,3
4,1380.00001,1439.99901,3
4,1410.00001,1469.99901,3
4,1440.00001,1499.99901,11
4,1470.00001,1529.99901,11
4,1500.00001,1559.99901,11
4,1530.00001,1589.99901,11
4,1560.00001,1619.99901,5
4,1590.00001,1649.99901,5
4,1620.00001,1679.99901,5
4,1650.00001,1709.99901,5
4,1680.00001,1739.99901,11
4,1710.00001,1769.99901,11
4,1740.00001,1799.99901,11
4,1770.00001,1829.99901,11
4,1800.00001,1859.99901,7
4,1830.00001,1889.99901,7
4,1860.00001,1919.99901,7
4,1890.00001,1949.99901,7
4,1920.00001,1979.99901,7
4,1950.00001,2009.99901,7
4,1980.00001,2039.99901,7
4,2010.00001,2069.99901,11
4,2040.00001,2099.99901,11
4,2070.00001,2129.99901,11
4,2100.0000099999997,2159.99901,11
4,2130.0000099999997,2189.99901,1
4,2160.0000099999997,2219.99901,1
4,2190.0000099999997,2249.99901,1
4,2220.0000099999997,2279.99901,1
4,2250.0000099999997,2309.99901,1
4,2280.0000099999997,2339.99901,1
4,2310.0000099999997,2369.99901,12
4,2340.0000099999997,2399.99901,12
4,2370.0000099999997,2429.99901,12
5,0.001,60.0,10
5,30.001,90.0,10
5,60.002,120.0,10
5,90.001,150.0,11
5,120.001,180.0,11
5,150.001,210.0,11
5,180.001,240.0,11
5,210.001,270.0,1
5,240.001,300.0,1
5,270.001,330.0,1
5,300.001,360.0,1
5,330.001,390.0,1
5,360.001,420.0,1
5,390.001,450.0,11
5,420.001,480.0,11
5,450.001,510.0,11
5,480.001,540.0,11
5,510.001,570.0,7
5,540.001,600.0,7
5,570.001,630.0,7
5,600.001,660.0,7
5,630.001,690.0,7
5,660.001,720.0,7
5,690.001,750.0,7
5,720.001,780.0,11
5,750.001,810.0,11
5,780.001,840.0,11
5,810.001,870.0,11
5,840.001,900.0,5
5,870.001,930.0,5
5,900.001,960.0,5
5,930.001,990.0,5
5,960.001,1020.0,11
5,990.001,1050.0,11
5,1020.001,1080.0,11
5,1050.001,1110.0,11
5,1080.001,1140.0,3
5,1110.001,1170.0,3
5,1140.001,1200.0,3
5,1170.001,1230.0,3
5,1200.001,1260.0,11
5,1230.001,1290.0,11
5,1260.001,1320.0,11
5,1290.001,1350.0,11
5,1320.001,1380.0,8
5,1350.001,1410.0,8
5,1380.001,1440.0,8
5,1410.001,1470.0,8
5,1440.001,1500.0,8
5,1470.001,1530.0,11
5,1500.001,1560.0,11
5,1530.001,1590.0,11
5,1560.001,1620.0,11
5,1590.001,1650.0,2
5,1620.001,1680.0,2
5,1650.001,1710.0,2
5,1680.001,1740.0,2
5,1710.001,1770.0,2
5,1740.001,1800.0,2
5,1770.001,1830.0,11
5,1800.001,1860.0,11
5,1830.001,1890.0,11
5,1860.001,1920.0,11
5,1890.001,1950.0,4
5,1920.001,1980.0,4
5,1950.001,2010.0,4
5,1980.001,2040.0,4
5,2010.001,2070.0,4
5,2040.001,2100.0,11
5,2070.001,2130.0,11
5,2100.001,2160.0,11
5,2130.001,2190.0,11
5,2160.001,2220.0,6
5,2190.001,2250.0,6
5,2220.001,2280.0,6
5,2250.001,2310.0,6
5,2280.001,2340.0,6
5,2310.001,2370.0,12
5,2340.001,2400.0,12
5,2370.001,2430.0,12
6,0.00101,60.00001,10
6,30.00201,90.00101,10
6,60.00101,120.00101,10
6,90.00201,150.00001,11
6,120.00201,180.00001,11
6,150.00101,210.00001,11
6,180.00101,240.00001,11
6,210.00101,270.00001000000003,6
6,240.00101,300.00001000000003,6
6,270.00101,330.00001000000003,6
6,300.00101,360.00001000000003,6
6,330.00101,390.00001000000003,6
6,360.00101,420.00001000000003,11
6,390.00101,450.00001000000003,11
6,420.00101,480.00001000000003,11
6,450.00101,510.00001000000003,11
6,480.00101,540.00001,8
6,510.00101,570.00001,8
6,540.0010100000001,600.00001,8
6,570.0010100000001,630.00001,8
6,600.0010100000001,660.00001,8
6,630.0010100000001,690.00001,11
6,660.0010100000001,720.00001,11
6,690.0010100000001,750.00001,11
6,720.0010100000001,780.00001,11
6,750.0010100000001,810.00001,4
6,780.0010100000001,840.00001,4
6,810.0010100000001,870.00001,4
6,840.0010100000001,900.00001,4
6,870.0010100000001,930.00001,4
6,900.0010100000001,960.00001,11
6,930.0010100000001,990.00001,11
6,960.0010100000001,1020.00001,11
6,990.0010100000001,1050.00001,11
6,1020.0010100000001,1080.00001,2
6,1050.00101,1110.00001,2
6,1080.00101,1140.00001,2
6,1110.00101,1170.00001,2
6,1140.00101,1200.00001,2
6,1170.00101,1230.00001,2
6,1200.00101,1260.00001,11
6,1230.00101,1290.00001,11
6,1260.00101,1320.00001,11
6,1290.00101,1350.00001,11
6,1320.00101,1380.00001,7
6,1350.00101,1410.00001,7
6,1380.00101,1440.00001,7
6,1410.00101,1470.00001,7
6,1440.00101,1500.00001,7
6,1470.00101,1530.00001,7
6,1500.00101,1560.00001,11
6,1530.00101,1590.00001,11
6,1560.00101,1620.00001,11
6,1590.00101,1650.00001,11
6,1620.00101,1680.00001,3
6,1650.00101,1710.00001,3
6,1680.00101,1740.00001,3
6,1710.00101,1770.00001,3
6,1740.00101,1800.00001,11
6,1770.00101,1830.00001,11
6,1800.00101,1860.00001,11
6,1830.00101,1890.00001,11
6,1860.00101,1920.00001,5
6,1890.00101,1950.00001,5
6,1920.00101,1980.00001,5
6,1950.00101,2010.00001,5
6,1980.00101,2040.00001,5
6,2010.00101,2070.00001,11
6,2040.00101,2100.0000099999997,11
6,2070.00101,2130.0000099999997,11
6,2100.00101,2160.0000099999997,11
6,2130.00101,2190.0000099999997,1
6,2160.00101,2220.0000099999997,1
6,2190.00101,2250.0000099999997,1
6,2220.00101,2280.0000099999997,1
6,2250.00101,2310.0000099999997,1
6,2280.00101,2340.0000099999997,1
6,2310.00101,2370.0000099999997,12
6,2340.00101,2400.0000099999997,12
6,2370.00101,2430.0000099999997,12
7,0.00101,60.00001,10
7,30.00201,90.00101,10
7,60.00101,120.00101,10
7,90.00201,150.00001,11
7,120.00201,180.00001,11
7,150.00101,210.00001,11
7,180.00101,240.00001,11
7,210.00101,270.00001000000003,5
7,240.00101,300.00001000000003,5
7,270.00101,330.00001000000003,5
7,300.00101,360.00001000000003,5
7,330.00101,390.00001000000003,5
7,360.00101,420.00001000000003,11
7,390.00101,450.00001000000003,11
7,420.00101,480.00001000000003,11
7,450.00101,510.00001000000003,11
7,480.00101,540.00001,3
7,510.00101,570.00001,3
7,540.0010100000001,600.00001,3
7,570.0010100000001,630.00001,3
7,600.0010100000001,660.00001,11
7,630.0010100000001,690.00001,11
7,660.0010100000001,720.00001,11
7,690.0010100000001,750.00001,11
7,720.0010100000001,780.00001,7
7,750.0010100000001,810.00001,7
7,780.0010100000001,840.00001,7
7,810.0010100000001,870.00001,7
7,840.0010100000001,900.00001,7
7,870.0010100000001,930.00001,7
7,900.0010100000001,960.00001,11
7,930.0010100000001,990.00001,11
7,960.0010100000001,1020.00001,11
7,990.0010100000001,1050.00001,11
7,1020.0010100000001,1080.00001,1
7,1050.00101,1110.00001,1
7,1080.00101,1140.00001,1
7,1110.00101,1170.00001,1
7,1140.00101,1200.00001,1
7,1170.00101,1230.00001,1
7,1200.00101,1260.00001,11
7,1230.00101,1290.00001,11
7,1260.00101,1320.00001,11
7,1290.00101,1350.00001,11
7,1320.00101,1380.00001,4
7,1350.00101,1410.00001,4
7,1380.00101,1440.00001,4
7,1410.00101,1470.00001,4
7,1440.00101,1500.00001,4
7,1470.00101,1530.00001,4
7,1500.00101,1560.00001,11
7,1530.00101,1590.00001,11
7,1560.00101,1620.00001,11
7,1590.00101,1650.00001,11
7,1620.00101,1680.00001,2
7,1650.00101,1710.00001,2
7,1680.00101,1740.00001,2
7,1710.00101,1770.00001,2
7,1740.00101,1800.00001,2
7,1770.00101,1830.00001,2
7,1800.00101,1860.00001,11
7,1830.00101,1890.00001,11
7,1860.00101,1920.00001,11
7,1890.00101,1950.00001,11
7,1920.00101,1980.00001,8
7,1950.00101,2010.00001,8
7,1980.00101,2040.00001,8
7,2010.00101,2070.00001,8
7,2040.00101,2100.0000099999997,11
7,2070.00101,2130.0000099999997,11
7,2100.00101,2160.0000099999997,11
7,2130.00101,2190.0000099999997,11
7,2160.00101,2220.0000099999997,6
7,2190.00101,2250.0000099999997,6
7,2220.00101,2280.0000099999997,6
7,2250.00101,2310.0000099999997,6
7,2280.00101,2340.0000099999997,6
7,2310.00101,2370.0000099999997,12
7,2340.00101,2400.0000099999997,12
7,2370.00101,2430.0000099999997,12
8,0.0030099999999999997,60.00201,10
8,30.00301,90.00300999999999,10
8,60.00301,120.00300999999999,10
8,90.00401,150.00201,11
8,120.00401,180.00201,11
8,150.00301000000002,210.00201,11
8,180.00301000000002,240.00201,11
8,210.00301000000002,270.00201,3
8,240.00301000000002,300.00201,3
8,270.00301,330.00201,3
8,300.00301,360.00201,3
8,330.00301,390.00201,11
8,360.00301,420.00201,11
8,390.00301,450.00201,11
8,420.00301,480.00201,11
8,450.00301,510.00201,5
8,480.00301,540.00201,5
8,510.00301,570.00201,5
8,540.00301,600.00201,5
8,570.00301,630.00201,5
8,600.00301,660.00201,11
8,630.00301,690.00201,11
8,660.00301,720.00201,11
8,690.00301,750.00201,11
8,720.00301,780.00201,1
8,750.00301,810.00201,1
8,780.00301,840.00201,1
8,810.00301,870.00201,1
8,840.00301,900.00201,1
8,870.00301,930.00201,1
8,900.00301,960.00201,11
8,930.00301,990.00201,11
8,960.00301,1020.00201,11
8,990.00301,1050.00201,11
8,1020.00301,1080.00201,7
8,1050.00301,1110.00201,7
8,1080.00301,1140.00201,7
8,1110.00301,1170.00201,7
8,1140.00301,1200.00201,7
8,1170.00301,1230.00201,7
8,1200.00301,1260.00201,11
8,1230.00301,1290.00201,11
8,1260.00301,1320.00201,11
8,1290.00301,1350.00201,11
8,1320.00301,1380.00201,4
8,1350.00301,1410.00201,4
8,1380.00301,1440.00201,4
8,1410.00301,1470.00201,4
8,1440.00301,1500.00201,4
8,1470.00301,1530.00201,4
8,1500.00301,1560.00201,11
8,1530.00301,1590.00201,11
8,1560.00301,1620.00201,11
8,1590.00301,1650.00201,11
8,1620.00301,1680.00201,2
8,1650.00301,1710.00201,2
8,1680.00301,1740.00201,2
8,1710.00301,1770.00201,2
8,1740.00301,1800.00201,2
8,1770.00301,1830.00201,2
8,1800.00301,1860.00201,11
8,1830.00301,1890.00201,11
8,1860.00301,1920.00201,11
8,1890.00301,1950.00201,11
8,1920.00301,1980.00201,6
8,1950.00301,2010.00201,6
8,1980.00301,2040.00201,6
8,2010.00301,2070.00201,6
8,2040.00301,2100.0020099999997,11
8,2070.00301,2130.0020099999997,11
8,2100.00301,2160.0020099999997,11
8,2130.00301,2190.0020099999997,11
8,2160.00301,2220.0020099999997,8
8,2190.00301,2250.0020099999997,8
8,2220.00301,2280.0020099999997,8
8,2250.00301,2310.0020099999997,8
8,2280.00301,2340.0020099999997,8
8,2310.00301,2370.0020099999997,12
8,2340.00301,2400.0020099999997,12
8,2370.00301,2430.0020099999997,12
9,0.0020099999999999996,60.00101,10
9,30.00201,90.00101,10
9,60.00201,120.00101,10
9,90.00201,150.00101,11
9,120.00201,180.00101,11
9,150.00201,210.00101,11
9,180.00201,240.00101,11
9,210.00201,270.00101,2
9,240.00201,300.00101,2
9,270.00201,330.00101,2
9,300.00201,360.00101,2
9,330.00201,390.00101,2
9,360.00201,420.00101,2
9,390.00201,450.00101,11
9,420.00201,480.00101,11
9,450.00201,510.00101,11
9,480.00201,540.0010100000001,11
9,510.00201,570.0010100000001,4
9,540.00201,600.0010100000001,4
9,570.00201,630.0010100000001,4
9,600.00201,660.0010100000001,4
9,630.00201,690.0010100000001,4
9,660.00201,720.0010100000001,11
9,690.00201,750.0010100000001,11
9,720.00201,780.0010100000001,11
9,750.00201,810.0010100000001,11
9,780.00201,840.0010100000001,6
9,810.00201,870.0010100000001,6
9,840.00201,900.0010100000001,6
9,870.00201,930.0010100000001,6
9,900.00201,960.0010100000001,6
9,930.00201,990.0010100000001,11
9,960.00201,1020.0010100000001,11
9,990.00201,1050.00101,11
9,1020.00201,1080.00101,11
9,1050.00201,1110.00101,8
9,1080.00201,1140.00101,8
9,1110.00201,1170.00101,8
9,1140.00201,1200.00101,8
9,1170.00201,1230.00101,8
9,1200.00201,1260.00101,11
9,1230.00201,1290.00101,11
9,1260.00201,1320.00101,11
9,1290.00201,1350.00101,11
9,1320.00201,1380.00101,3
9,1350.00201,1410.00101,3
9,1380.00201,1440.00101,3
9,1410.00201,1470.00101,3
9,1440.00201,1500.00101,11
9,1470.00201,1530.00101,11
9,1500.00201,1560.00101,11
9,1530.00201,1590.00101,11
9,1560.00201,1620.00101,5
9,1590.00201,1650.00101,5
9,1620.00201,1680.00101,5
9,1650.00201,1710.00101,5
9,1680.00201,1740.00101,11
9,1710.00201,1770.00101,11
9,1740.00201,1800.00101,11
9,1770.00201,1830.00101,11
9,1800.00201,1860.00101,1
9,1830.00201,1890.00101,1
9,1860.00201,1920.00101,1
9,1890.00201,1950.00101,1
9,1920.00201,1980.00101,1
9,1950.00201,2010.00101,1
9,1980.00201,2040.00101,1
9,2010.00201,2070.00101,11
9,2040.00201,2100.0020099999997,11
9,2070.00201,2130.0020099999997,11
9,2100.00301,2160.0020099999997,11
9,2130.00301,2190.0020099999997,7
9,2160.00301,2220.0020099999997,7
9,2190.00301,2250.0020099999997,7
9,2220.00301,2280.0020099999997,7
9,2250.00301,2310.0020099999997,7
9,2280.00301,2340.0020099999997,7
9,2310.00301,2370.0020099999997,12
9,2340.00301,2400.0020099999997,12
9,2370.00301,2430.0020099999997,12
10,0.0020099999999999996,60.00101,10
10,30.00201,90.00101,10
10,60.00201,120.00101,10
10,90.00201,150.00101,11
10,120.00201,180.00101,11
10,150.00201,210.00101,11
10,180.00201,240.00101,11
10,210.00201,270.00101,8
10,240.00201,300.00101,8
10,270.00201,330.00101,8
10,300.00201,360.00101,8
10,330.00201,390.00101,8
10,360.00201,420.00101,11
10,390.00201,450.00101,11
10,420.00201,480.00101,11
10,450.00201,510.00101,11
10,480.00201,540.0010100000001,6
10,510.00201,570.0010100000001,6
10,540.00201,600.0010100000001,6
10,570.00201,630.0010100000001,6
10,600.00201,660.0010100000001,6
10,630.00201,690.0010100000001,11
10,660.00201,720.0010100000001,11
10,690.00201,750.0010100000001,11
10,720.00201,780.0010100000001,11
10,750.00201,810.0010100000001,4
10,780.00201,840.0010100000001,4
10,810.00201,870.0010100000001,4
10,840.00201,900.0010100000001,4
10,870.00201,930.0010100000001,4
10,900.00201,960.0010100000001,11
10,930.00201,990.0010100000001,11
10,960.00201,1020.0010100000001,11
10,990.00201,1050.00101,11
10,1020.00201,1080.00101,2
10,1050.00201,1110.00101,2
10,1080.00201,1140.00101,2
10,1110.00201,1170.00101,2
10,1140.00201,1200.00101,2
10,1170.00201,1230.00101,2
10,1200.00201,1260.00101,11
10,1230.00201,1290.00101,11
10,1260.00201,1320.00101,11
10,1290.00201,1350.00101,11
10,1320.00201,1380.00101,3
10,1350.00201,1410.00101,3
10,1380.00201,1440.00101,3
10,1410.00201,1470.00101,3
10,1440.00201,1500.00101,11
10,1470.00201,1530.00101,11
10,1500.00201,1560.00101,11
10,1530.00201,1590.00101,11
10,1560.00201,1620.00101,1
10,1590.00201,1650.00101,1
10,1620.00201,1680.00101,1
10,1650.00201,1710.00101,1
10,1680.00201,1740.00101,1
10,1710.00201,1770.00101,1
10,1740.00201,1800.00101,11
10,1770.00201,1830.00101,11
10,1800.00201,1860.00101,11
10,1830.00201,1890.00101,11
10,1860.00201,1920.00101,5
10,1890.00201,1950.00101,5
10,1920.00201,1980.00101,5
10,1950.00201,2010.00101,5
10,1980.00201,2040.00101,5
10,2010.00201,2070.00101,11
10,2040.00201,2100.0020099999997,11
10,2070.00201,2130.0020099999997,11
10,2100.00301,2160.0020099999997,11
10,2130.00301,2190.0020099999997,7
10,2160.00301,2220.0020099999997,7
10,2190.00301,2250.0020099999997,7
10,2220.00301,2280.0020099999997,7
10,2250.00301,2310.0020099999997,7
10,2280.00301,2340.0020099999997,7
10,2310.00301,2370.0020099999997,12
10,2340.00301,2400.0020099999997,12
10,2370.00301,2430.0020099999997,12
11,1e-05,59.999010000000006,10
11,30.00001,90.00000999999999,10
11,60.00001,120.00000999999999,10
11,90.00101,149.99901,11
11,120.00101,179.99901,11
11,150.00001,209.99901,11
11,180.00001,239.99901,11
11,210.00001,269.99901,3
11,240.00001,299.99901,3
11,270.00001000000003,329.99901,3
11,300.00001000000003,359.99901,3
11,330.00001000000003,389.99901,11
11,360.00001000000003,419.99901,11
11,390.00001000000003,449.99901,11
11,420.00001000000003,479.99901,11
11,450.00001000000003,509.99901,7
11,480.00001000000003,539.99901,7
11,510.00001000000003,569.99901,7
11,540.00001,599.99901,7
11,570.00001,629.99901,7
11,600.00001,659.99901,7
11,630.00001,689.99901,11
11,660.00001,719.99901,11
11,690.00001,749.99901,11
11,720.00001,779.99901,11
11,750.00001,809.99901,1
11,780.00001,839.99901,1
11,810.00001,869.99901,1
11,840.00001,899.99901,1
11,870.00001,929.99901,1
11,900.00001,959.99901,1
11,930.00001,989.99901,1
11,960.00001,1019.99901,11
11,990.00001,1049.99901,11
11,1020.00001,1079.99901,11
11,1050.00001,1109.99901,11
11,1080.00001,1139.99901,5
11,1110.00001,1169.99901,5
11,1140.00001,1199.99901,5
11,1170.00001,1229.99901,5
11,1200.00001,1259.99901,11
11,1230.00001,1289.99901,11
11,1260.00001,1319.99901,11
11,1290.00001,1349.99901,11
11,1320.00001,1379.99901,8
11,1350.00001,1409.99901,8
11,1380.00001,1439.99901,8
11,1410.00001,1469.99901,8
11,1440.00001,1499.99901,8
11,1470.00001,1529.99901,11
11,1500.00001,1559.99901,11
11,1530.00001,1589.99901,11
11,1560.00001,1619.99901,11
11,1590.00001,1649.99901,4
11,1620.00001,1679.99901,4
11,1650.00001,1709.99901,4
11,1680.00001,1739.99901,4
11,1710.00001,1769.99901,4
11,1740.00001,1799.99901,4
11,1770.00001,1829.99901,11
11,1800.00001,1859.99901,11
11,1830.00001,1889.99901,11
11,1860.00001,1919.99901,11
11,1890.00001,1949.99901,2
11,1920.00001,1979.99901,2
11,1950.00001,2009.99901,2
11,1980.00001,2039.99901,2
11,2010.00001,2069.99901,2
11,2040.00001,2099.99901,11
11,2070.00001,2129.99901,11
11,2100.0000099999997,2159.99901,11
11,2130.0000099999997,2189.99901,11
11,2160.0000099999997,2219.99901,6
