subject,start_s,end_s,video
1,910.89601,930.89501,11
1,920.89601,940.89501,11
1,930.89601,950.89501,11
1,940.89601,960.89501,11
1,950.89601,970.89501,11
1,960.89601,980.89501,11
1,970.89601,990.89501,11
1,980.89601,1000.89501,11
1,990.89601,1010.89501,11
1,1000.89601,1020.89501,11
1,1030.89401,1050.89301,7
1,1040.89401,1060.89301,7
1,1050.89401,1070.89301,7
1,1060.89401,1080.89301,7
1,1070.89401,1090.89301,7
1,1080.89401,1100.89301,7
1,1090.89401,1110.89301,7
1,1100.89401,1120.89301,7
1,1110.89401,1130.89301,7
1,1120.89401,1140.89301,7
1,1130.89401,1150.89301,7
1,1140.89401,1160.89301,7
1,1150.89401,1170.89301,7
1,1160.89401,1180.89301,7
1,1170.89401,1190.89301,7
1,1180.89401,1200.89301,7
1,1190.89401,1210.89301,7
1,1200.89401,1220.89301,7
1,1227.89401,1247.89301,11
1,1237.89401,1257.89301,11
1,1247.89401,1267.89301,11
1,1257.89401,1277.89301,11
1,1267.89401,1287.89301,11
1,1277.89401,1297.89301,11
1,1287.89401,1307.89301,11
1,1297.89401,1317.89301,11
1,1307.89401,1327.89301,11
1,1317.89401,1337.89301,11
1,1347.89701,1367.89601,4
1,1357.89701,1377.89601,4
1,1367.89701,1387.89601,4
1,1377.89701,1397.89601,4
1,1387.89701,1407.89601,4
1,1397.89701,1417.89601,4
1,1407.89701,1427.89601,4
1,1417.89701,1437.89601,4
1,1427.89701,1447.89601,4
1,1437.89701,1457.89601,4
1,1447.89701,1467.89601,4
1,1457.89701,1477.89601,4
1,1467.89701,1487.89601,4
1,1477.89701,1497.89601,4
1,1487.89701,1507.89601,4
1,1507.99701,1527.99601,11
1,1517.99701,1537.99601,11
1,1527.99701,1547.99601,11
1,1537.99701,1557.99601,11
1,1547.99701,1567.99601,11
1,1557.99701,1577.99601,11
1,1567.99701,1587.99601,11
1,1577.99701,1597.99601,11
1,1587.99701,1607.99601,11
1,1597.99701,1617.99601,11
1,1627.99801,1647.99701,2
1,1637.99801,1657.99701,2
1,1647.99801,1667.99701,2
1,1657.99801,1677.99701,2
1,1667.99801,1687.99701,2
1,1677.99801,1697.99701,2
1,1687.99801,1707.99701,2
1,1697.99801,1717.99701,2
1,1707.99801,1727.99701,2
1,1717.99801,1737.99701,2
1,1727.99801,1747.99701,2
1,1737.99801,1757.99701,2
1,1747.99801,1767.99701,2
1,1757.99801,1777.99701,2
1,1767.99801,1787.99701,2
1,1777.99801,1797.99701,2
1,1801.09801,1821.09701,11
1,1811.09801,1831.09701,11
1,1821.09801,1841.09701,11
1,1831.09801,1851.09701,11
1,1841.09801,1861.09701,11
1,1851.09801,1871.09701,11
1,1861.09801,1881.09701,11
1,1871.09801,1891.09701,11
1,1881.09801,1901.09701,11
1,1891.09801,1911.09701,11
1,1921.09501,1941.09401,6
1,1931.09501,1951.09401,6
1,1941.09501,1961.09401,6
1,1951.09501,1971.09401,6
1,1961.09501,1981.09401,6
1,1971.09501,1991.09401,6
1,1981.09501,2001.09401,6
1,1991.09501,2011.09401,6
1,2001.09501,2021.09401,6
1,2011.09501,2031.09401,6
1,2021.09501,2041.09401,6
1,2031.09501,2051.09401,6
1,2041.09501,2061.09401,6
1,2067.84501,2087.84401,11
1,2077.84501,2097.84401,11
1,2087.84501,2107.84401,11
1,2097.84501,2117.84401,11
1,2107.84501,2127.84401,11
1,2117.84501,2137.84401,11
1,2127.84501,2147.84401,11
1,2137.84501,2157.84401,11
1,2147.84501,2167.84401,11
1,2157.84501,2177.84401,11
1,2187.84201,2207.8410099999996,8
1,2197.84201,2217.8410099999996,8
1,2207.84201,2227.8410099999996,8
1,2217.84201,2237.8410099999996,8
1,2227.84201,2247.8410099999996,8
1,2237.84201,2257.8410099999996,8
1,2247.84201,2267.8410099999996,8
1,2257.84201,2277.8410099999996,8
1,2267.84201,2287.8410099999996,8
1,2277.84201,2297.8410099999996,8
1,2287.84201,2307.8410099999996,8
1,2297.84201,2317.8410099999996,8
1,2307.84201,2327.8410099999996,8
1,2331.59401,2351.5930099999996,12
1,2341.59401,2361.5930099999996,12
1,2351.59401,2371.5930099999996,12
1,2361.59401,2381.5930099999996,12
1,2371.59401,2391.5930099999996,12
1,2381.59401,2401.5930099999996,12
1,2391.59401,2411.5930099999996,12
1,2401.59401,2421.5930099999996,12
1,2411.59401,2431.5930099999996,12
1,2421.59401,2441.5930099999996,12
2,0.00101,20.001009999999997,10
2,10.00101,30.001009999999997,10
2,20.00201,40.00001,10
2,30.00201,50.00001,10
2,40.00101,60.00001,10
2,50.00101,70.00101,10
2,60.00101,80.00101,10
2,70.00201,90.00101,10
2,80.00201,100.00101,10
2,101.52501,121.52400999999999,11
2,111.52501,131.52401,11
2,121.52501,141.52401,11
2,131.52501,151.52401,11
2,141.52501,161.52401,11
2,151.52501,171.52401,11
2,161.52501,181.52401,11
2,171.52501,191.52401,11
2,181.52501,201.52401,11
2,191.52501,211.52401,11
2,221.54801,241.54701,2
2,231.54801,251.54701,2
2,241.54801,261.54701,2
2,251.54801,271.54701,2
2,261.54801000000003,281.54701,2
2,271.54801000000003,291.54701,2
2,281.54801000000003,301.54701,2
2,291.54801000000003,311.54701,2
2,301.54801000000003,321.54701,2
2,311.54801000000003,331.54701,2
2,321.54801000000003,341.54701,2
2,331.54801000000003,351.54701,2
2,341.54801000000003,361.54701,2
2,351.54801000000003,371.54701,2
2,361.54801000000003,381.54701,2
2,371.54801000000003,391.54701,2
2,394.64801,414.64701,11
2,404.64801,424.64701,11
2,414.64801,434.64701,11
2,424.64801,444.64701,11
2,434.64801,454.64701,11
2,444.64801,464.64701,11
2,454.64801,474.64701,11
2,464.64801,484.64701,11
2,474.64801,494.64701,11
2,484.64801,504.64701,11
2,514.64501,534.64401,6
2,524.64501,544.64401,6
2,534.64501,554.64401,6
2,544.64501,564.64401,6
2,554.64501,574.64401,6
2,564.64501,584.64401,6
2,574.64501,594.64401,6
2,584.64501,604.64401,6
2,594.64501,614.64401,6
2,604.64501,624.64401,6
2,614.64501,634.64401,6
2,624.64501,644.64401,6
2,634.64501,654.64401,6
2,661.39501,681.39401,11
2,671.39501,691.39401,11
2,681.39501,701.39401,11
2,691.39501,711.39401,11
2,701.39501,721.39401,11
2,711.39501,731.39401,11
2,721.39501,741.39401,11
2,731.39501,751.39401,11
2,741.39501,761.39401,11
2,751.39501,771.39401,11
2,781.39701,801.39601,4
2,791.39701,811.39601,4
2,801.39701,821.39601,4
2,811.39701,831.39601,4
2,821.39701,841.39601,4
2,831.39701,851.39601,4
2,841.39701,861.39601,4
2,851.39701,871.39601,4
2,861.39701,881.39601,4
2,871.39701,891.39601,4
2,881.39701,901.39601,4
2,891.39701,911.39601,4
2,901.39701,921.39601,4
2,911.39701,931.39601,4
2,921.39701,941.39601,4
2,941.49701,961.49601,11
2,951.49701,971.49601,11
2,961.49701,981.49601,11
2,971.49701,991.49601,11
2,981.49701,1001.49601,11
2,991.49701,1011.49601,11
2,1001.49701,1021.49601,11
2,1011.49701,1031.49601,11
2,1021.49701,1041.49601,11
2,1031.49701,1051.49601,11
2,1061.49201,1081.49101,8
2,1071.49201,1091.49101,8
2,1081.49201,1101.49101,8
2,1091.49201,1111.49101,8
2,1101.49201,1121.49101,8
2,1111.49201,1131.49101,8
2,1121.49201,1141.49101,8
2,1131.49201,1151.49101,8
2,1141.49201,1161.49101,8
2,1151.49201,1171.49101,8
2,1161.49201,1181.49101,8
2,1171.49201,1191.49101,8
2,1181.49201,1201.49101,8
2,1205.24201,1225.24101,11
2,1215.24201,1235.24101,11
2,1225.24201,1245.24101,11
2,1235.24201,1255.24101,11
2,1245.24201,1265.24101,11
2,1255.24201,1275.24101,11
2,1265.24201,1285.24101,11
2,1275.24201,1295.24101,11
2,1285.24201,1305.24101,11
2,1295.24201,1315.24101,11
2,1325.24801,1345.24701,1
2,1335.24801,1355.24701,1
2,1345.24801,1365.24701,1
2,1355.24801,1375.24701,1
2,1365.24801,1385.24701,1
2,1375.24801,1395.24701,1
2,1385.24801,1405.24701,1
2,1395.24801,1415.24701,1
2,1405.24801,1425.24701,1
2,1415.24801,1435.24701,1
2,1425.24801,1445.24701,1
2,1435.24801,1455.24701,1
2,1445.24801,1465.24701,1
2,1455.24801,1475.24701,1
2,1465.24801,1485.24701,1
2,1475.24801,1495.24701,1
2,1485.24801,1505.24701,1
2,1510.84801,1530.84701,11
2,1520.84801,1540.84701,11
2,1530.84801,1550.84701,11
2,1540.84801,1560.84701,11
2,1550.84801,1570.84701,11
2,1560.84801,1580.84701,11
2,1570.84801,1590.84701,11
2,1580.84801,1600.84701,11
2,1590.84801,1610.84701,11
2,1600.84801,1620.84701,11
2,1630.84701,1650.84601,3
2,1640.84701,1660.84601,3
2,1650.84701,1670.84601,3
2,1660.84701,1680.84601,3
2,1670.84701,1690.84601,3
2,1680.84701,1700.84601,3
2,1690.84701,1710.84601,3
2,1700.84701,1720.84601,3
2,1710.84701,1730.84601,3
2,1720.84701,1740.84601,3
2,1749.49701,1769.49601,11
2,1759.49701,1779.49601,11
2,1769.49701,1789.49601,11
2,1779.49701,1799.49601,11
2,1789.49701,1809.49601,11
2,1799.49701,1819.49601,11
2,1809.49701,1829.49601,11
2,1819.49701,1839.49601,11
2,1829.49701,1849.49601,11
2,1839.49701,1859.49601,11
2,1869.49601,1889.49501,5
2,1879.49601,1899.49501,5
2,1889.49601,1909.49501,5
2,1899.49601,1919.49501,5
2,1909.49601,1929.49501,5
2,1919.49601,1939.49501,5
2,1929.49601,1949.49501,5
2,1939.49601,1959.49501,5
2,1949.49601,1969.49501,5
2,1959.49601,1979.49501,5
2,1969.49601,1989.49501,5
2,1979.49601,1999.49501,5
2,1989.49601,2009.49501,5
2,2014.59601,2034.59501,11
2,2024.59601,2044.59501,11
2,2034.59601,2054.59501,11
2,2044.59601,2064.59501,11
2,2054.59601,2074.59501,11
2,2064.59601,2084.59501,11
2,2074.59601,2094.59501,11
2,2084.59601,2104.5960099999998,11
2,2094.59601,2114.5960099999998,11
2,2104.59701,2124.5960099999998,11
2,2134.59401,2154.5930099999996,7
2,2144.59401,2164.5930099999996,7
2,2154.59401,2174.5930099999996,7
2,2164.59401,2184.5930099999996,7
2,2174.59401,2194.5930099999996,7
2,2184.59401,2204.5930099999996,7
2,2194.59401,2214.5930099999996,7
2,2204.59401,2224.5930099999996,7
2,2214.59401,2234.5930099999996,7
2,2224.59401,2244.5930099999996,7
2,2234.59401,2254.5930099999996,7
2,2244.59401,2264.5930099999996,7
2,2254.59401,2274.5930099999996,7
2,2264.59401,2284.5930099999996,7
2,2274.59401,2294.5930099999996,7
2,2284.59401,2304.5930099999996,7
2,2294.59401,2314.5930099999996,7
2,2304.59401,2324.5930099999996,7
2,2331.59501,2351.59401,12
2,2341.59501,2361.59401,12
2,2351.59501,2371.59401,12
2,2361.59501,2381.59401,12
2,2371.59501,2391.59401,12
2,2381.59501,2401.59401,12
2,2391.59501,2411.59401,12
2,2401.59501,2421.59401,12
2,2411.59501,2431.59401,12
2,2421.59501,2441.59401,12
3,0.00101,20.001009999999997,10
3,10.00101,30.001009999999997,10
3,20.00201,40.00001,10
3,30.00201,50.00001,10
3,40.00101,60.00001,10
3,50.00101,70.00101,10
3,60.00101,80.00101,10
3,70.00201,90.00101,10
3,80.00201,100.00101,10
3,101.52501,121.52400999999999,11
3,111.52501,131.52401,11
3,121.52501,141.52401,11
3,131.52501,151.52401,11
3,141.52501,161.52401,11
3,151.52501,171.52401,11
3,161.52501,181.52401,11
3,171.52501,191.52401,11
3,181.52501,201.52401,11
3,191.52501,211.52401,11
3,221.54601,241.54501000000002,5
3,231.54601,251.54501000000002,5
3,241.54601,261.54501,5
3,251.54601,271.54501,5
3,261.54601,281.54501,5
3,271.54601,291.54501,5
3,281.54601,301.54501,5
3,291.54601,311.54501,5
3,301.54601,321.54501,5
3,311.54601,331.54501,5
3,321.54601,341.54501,5
3,331.54601,351.54501,5
3,341.54601,361.54501,5
3,366.64601,386.64501,11
3,376.64601,396.64501,11
3,386.64601,406.64501,11
3,396.64601,416.64501,11
3,406.64601,426.64501,11
3,416.64601,436.64501,11
3,426.64601,446.64501,11
3,436.64601,456.64501,11
3,446.64601,466.64501,11
3,456.64601,476.64501,11
3,486.64401000000004,506.64301,7
3,496.64401000000004,516.64301,7
3,506.64401000000004,526.64301,7
3,516.64401,536.64301,7
3,526.64401,546.64301,7
3,536.64401,556.64301,7
3,546.64401,566.64301,7
3,556.64401,576.64301,7
3,566.64401,586.64301,7
3,576.64401,596.64301,7
3,586.64401,606.64301,7
3,596.64401,616.64301,7
3,606.64401,626.64301,7
3,616.64401,636.64301,7
3,626.64401,646.64301,7
3,636.64401,656.64301,7
3,646.64401,666.64301,7
3,656.64401,676.64301,7
3,683.64401,703.64301,11
3,693.64401,713.64301,11
3,703.64401,723.64301,11
3,713.64401,733.64301,11
3,723.64401,743.64301,11
3,733.64401,753.64301,11
3,743.64401,763.64301,11
3,753.64401,773.64301,11
3,763.64401,783.64301,11
3,773.64401,793.64301,11
3,803.64801,823.64701,1
3,813.64801,833.64701,1
3,823.64801,843.64701,1
3,833.64801,853.64701,1
3,843.64801,863.64701,1
3,853.64801,873.64701,1
3,863.64801,883.64701,1
3,873.64801,893.64701,1
3,883.64801,903.64701,1
3,893.64801,913.64701,1
3,903.64801,923.64701,1
3,913.64801,933.64701,1
3,923.64801,943.64701,1
3,933.64801,953.64701,1
3,943.64801,963.64701,1
3,953.64801,973.64701,1
3,963.64801,983.64701,1
3,989.24801,1009.24701,11
3,999.24801,1019.24701,11
3,1009.24801,1029.24701,11
3,1019.24801,1039.24701,11
3,1029.24801,1049.24701,11
3,1039.24801,1059.24701,11
3,1049.24801,1069.24701,11
3,1059.24801,1079.24701,11
3,1069.24801,1089.24701,11
3,1079.24801,1099.24701,11
3,1109.24701,1129.24601,3
3,1119.24701,1139.24601,3
3,1129.24701,1149.24601,3
3,1139.24701,1159.24601,3
3,1149.24701,1169.24601,3
3,1159.24701,1179.24601,3
3,1169.24701,1189.24601,3
3,1179.24701,1199.24601,3
3,1189.24701,1209.24601,3
3,1199.24701,1219.24601,3
3,1227.89701,1247.89601,11
3,1237.89701,1257.89601,11
3,1247.89701,1267.89601,11
3,1257.89701,1277.89601,11
3,1267.89701,1287.89601,11
3,1277.89701,1297.89601,11
3,1287.89701,1307.89601,11
3,1297.89701,1317.89601,11
3,1307.89701,1327.89601,11
3,1317.89701,1337.89601,11
3,1347.89801,1367.89701,2
3,1357.89801,1377.89701,2
3,1367.89801,1387.89701,2
3,1377.89801,1397.89701,2
3,1387.89801,1407.89701,2
3,1397.89801,1417.89701,2
3,1407.89801,1427.89701,2
3,1417.89801,1437.89701,2
3,1427.89801,1447.89701,2
3,1437.89801,1457.89701,2
3,1447.89801,1467.89701,2
3,1457.89801,1477.89701,2
3,1467.89801,1487.89701,2
3,1477.89801,1497.89701,2
3,1487.89801,1507.89701,2
3,1497.89801,1517.89701,2
3,1520.99801,1540.99701,11
3,1530.99801,1550.99701,11
3,1540.99801,1560.99701,11
3,1550.99801,1570.99701,11
3,1560.99801,1580.99701,11
3,1570.99801,1590.99701,11
3,1580.99801,1600.99701,11
3,1590.99801,1610.99701,11
3,1600.99801,1620.99701,11
3,1610.99801,1630.99701,11
3,1640.99701,1660.99601,4
3,1650.99701,1670.99601,4
3,1660.99701,1680.99601,4
3,1670.99701,1690.99601,4
3,1680.99701,1700.99601,4
3,1690.99701,1710.99601,4
3,1700.99701,1720.99601,4
3,1710.99701,1730.99601,4
3,1720.99701,1740.99601,4
3,1730.99701,1750.99601,4
3,1740.99701,1760.99601,4
3,1750.99701,1770.99601,4
3,1760.99701,1780.99601,4
3,1770.99701,1790.99601,4
3,1780.99701,1800.99601,4
3,1801.09701,1821.09601,11
3,1811.09701,1831.09601,11
3,1821.09701,1841.09601,11
3,1831.09701,1851.09601,11
3,1841.09701,1861.09601,11
3,1851.09701,1871.09601,11
3,1861.09701,1881.09601,11
3,1871.09701,1891.09601,11
3,1881.09701,1901.09601,11
3,1891.09701,1911.09601,11
3,1921.09201,1941.09101,8
3,1931.09201,1951.09101,8
3,1941.09201,1961.09101,8
3,1951.09201,1971.09101,8
3,1961.09201,1981.09101,8
3,1971.09201,1991.09101,8
3,1981.09201,2001.09101,8
3,1991.09201,2011.09101,8
3,2001.09201,2021.09101,8
3,2011.09201,2031.09101,8
3,2021.09201,2041.09101,8
3,2031.09201,2051.09201,8
3,2041.09201,2061.09201,8
3,2064.84201,2084.84101,11
3,2074.84201,2094.84101,11
3,2084.84201,2104.8410099999996,11
3,2094.84201,2114.8410099999996,11
3,2104.84201,2124.8410099999996,11
3,2114.84201,2134.8410099999996,11
3,2124.84201,2144.8410099999996,11
3,2134.84201,2154.8410099999996,11
3,2144.84201,2164.8410099999996,11
3,2154.84201,2174.8410099999996,11
3,2184.84501,2204.84401,6
3,2194.84501,2214.84401,6
3,2204.84501,2224.84401,6
3,2214.84501,2234.84401,6
3,2224.84501,2244.84401,6
3,2234.84501,2254.84401,6
3,2244.84501,2264.84401,6
3,2254.84501,2274.84401,6
3,2264.84501,2284.84401,6
3,2274.84501,2294.84401,6
3,2284.84501,2304.84401,6
3,2294.84501,2314.84401,6
3,2304.84501,2324.84401,6
3,2331.5960099999998,2351.59501,12
3,2341.5960099999998,2361.59501,12
3,2351.5960099999998,2371.59501,12
3,2361.5960099999998,2381.59501,12
3,2371.5960099999998,2391.59501,12
3,2381.5960099999998,2401.59501,12
3,2391.5960099999998,2411.59501,12
3,2401.5960099999998,2421.59501,12
3,2411.5960099999998,2431.59501,12
3,2421.5960099999998,2441.59501,12
4,1e-05,19.99901,10
4,10.00001,29.99901,10
4,20.00001,39.999010000000006,10
4,30.00001,49.999010000000006,10
4,40.00001,59.999010000000006,10
4,50.00001,70.00000999999999,10
4,60.00001,80.00000999999999,10
4,70.00101,90.00000999999999,10
4,80.00101,100.00000999999999,10
4,101.52501,121.52400999999999,11
4,111.52501,131.52401,11
4,121.52501,141.52401,11
4,131.52501,151.52401,11
4,141.52501,161.52401,11
4,151.52501,171.52401,11
4,161.52501,181.52401,11
4,171.52501,191.52401,11
4,181.52501,201.52401,11
4,191.52501,211.52401,11
4,221.54701,241.54601,4
4,231.54701,251.54601,4
4,241.54701,261.54601,4
4,251.54701,271.54601,4
4,261.54701,281.54601,4
4,271.54701,291.54601,4
4,281.54701,301.54601,4
4,291.54701,311.54601,4
4,301.54701,321.54601,4
4,311.54701,331.54601,4
4,321.54701,341.54601,4
4,331.54701,351.54601,4
4,341.54701,361.54601,4
4,351.54701,371.54601,4
4,361.54701,381.54601,4
4,381.64701,401.64601,11
4,391.64701,411.64601,11
4,401.64701,421.64601,11
4,411.64701,431.64601,11
4,421.64701,441.64601,11
4,431.64701,451.64601,11
4,441.64701,461.64601,11
4,451.64701,471.64601,11
4,461.64701,481.64601,11
4,471.64701,491.64601,11
4,501.64801,521.64701,2
4,511.64801,531.64701,2
4,521.64801,541.64701,2
4,531.64801,551.64701,2
4,541.64801,561.64701,2
4,551.64801,571.64701,2
4,561.64801,581.64701,2
4,571.64801,591.64701,2
4,581.64801,601.64701,2
4,591.64801,611.64701,2
4,601.64801,621.64701,2
4,611.64801,631.64701,2
4,621.64801,641.64701,2
4,631.64801,651.64701,2
4,641.64801,661.64701,2
4,651.64801,671.64701,2
4,674.74801,694.74701,11
4,684.74801,704.74701,11
4,694.74801,714.74701,11
4,704.74801,724.74701,11
4,714.74801,734.74701,11
4,724.74801,744.74701,11
4,734.74801,754.74701,11
4,744.74801,764.74701,11
4,754.74801,774.74701,11
4,764.74801,784.74701,11
4,794.74201,814.74101,8
4,804.74201,824.74101,8
4,814.74201,834.74101,8
4,824.74201,844.74101,8
4,834.74201,854.74101,8
4,844.74201,864.74101,8
4,854.74201,874.74101,8
4,864.74201,884.74101,8
4,874.74201,894.74101,8
4,884.74201,904.74101,8
4,894.74201,914.74101,8
4,904.74201,924.74101,8
4,914.74201,934.74101,8
4,938.49201,958.49101,11
4,948.49201,968.49101,11
4,958.49201,978.49101,11
4,968.49201,988.49101,11
4,978.49201,998.49101,11
4,988.49201,1008.49101,11
4,998.49201,1018.49101,11
4,1008.49201,1028.49101,11
4,1018.49201,1038.49101,11
4,1028.49201,1048.49101,11
4,1058.49501,1078.4940100000001,6
4,1068.49501,1088.4940100000001,6
4,1078.49501,1098.4940100000001,6
4,1088.49501,1108.4940100000001,6
4,1098.49501,1118.4940100000001,6
4,1108.49501,1128.4940100000001,6
4,1118.49501,1138.4940100000001,6
4,1128.49501,1148.4940100000001,6
4,1138.49501,1158.4940100000001,6
4,1148.49501,1168.4940100000001,6
4,1158.49501,1178.4940100000001,6
4,1168.49501,1188.4940100000001,6
4,1178.49501,1198.4940100000001,6
4,1205.24501,1225.2440100000001,11
4,1215.24501,1235.2440100000001,11
4,1225.24501,1245.2440100000001,11
4,1235.24501,1255.2440100000001,11
4,1245.24501,1265.2440100000001,11
4,1255.24501,1275.2440100000001,11
4,1265.24501,1285.2440100000001,11
4,1275.24501,1295.2440100000001,11
4,1285.24501,1305.2440100000001,11
4,1295.24501,1315.2440100000001,11
4,1325.24701,1345.24601,3
4,1335.24701,1355.24601,3
4,1345.24701,1365.24601,3
4,1355.24701,1375.24601,3
4,1365.24701,1385.24601,3
4,1375.24701,1395.24601,3
4,1385.24701,1405.24601,3
4,1395.24701,1415.24601,3
4,1405.24701,1425.24601,3
4,1415.24701,1435.24601,3
4,1443.89701,1463.89601,11
4,1453.89701,1473.89601,11
4,1463.89701,1483.89601,11
4,1473.89701,1493.89601,11
4,1483.89701,1503.89601,11
4,1493.89701,1513.89601,11
4,1503.89701,1523.89601,11
4,1513.89701,1533.89601,11
4,1523.89701,1543.89601,11
4,1533.89701,1553.89601,11
4,1563.89601,1583.89501,5
4,1573.89601,1593.89501,5
4,1583.89601,1603.89501,5
4,1593.89601,1613.89501,5
4,1603.89601,1623.89501,5
4,1613.89601,1633.89501,5
4,1623.89601,1643.89501,5
4,1633.89601,1653.89501,5
4,1643.89601,1663.89501,5
4,1653.89601,1673.89501,5
4,1663.89601,1683.89501,5
4,1673.89601,1693.89501,5
4,1683.89601,1703.89501,5
4,1708.99601,1728.99501,11
4,1718.99601,1738.99501,11
4,1728.99601,1748.99501,11
4,1738.99601,1758.99501,11
4,1748.99601,1768.99501,11
4,1758.99601,1778.99501,11
4,1768.99601,1788.99501,11
4,1778.99601,1798.99501,11
4,1788.99601,1808.99501,11
4,1798.99601,1818.99501,11
4,1828.9940100000001,1848.99301,7
4,1838.9940100000001,1858.99301,7
4,1848.9940100000001,1868.99301,7
4,1858.9940100000001,1878.99301,7
4,1868.9940100000001,1888.99301,7
4,1878.9940100000001,1898.99301,7
4,1888.9940100000001,1908.99301,7
4,1898.9940100000001,1918.99301,7
4,1908.9940100000001,1928.99301,7
4,1918.9940100000001,1938.99301,7
4,1928.9940100000001,1948.99301,7
4,1938.9940100000001,1958.99301,7
4,1948.9940100000001,1968.99301,7
4,1958.9940100000001,1978.99301,7
4,1968.9940100000001,1988.99301,7
4,1978.9940100000001,1998.99301,7
4,1988.9940100000001,2008.99301,7
4,1998.9940100000001,2018.99301,7
4,2025.9940100000001,2045.99301,11
4,2035.9940100000001,2055.99401,11
4,2045.9940100000001,2065.99401,11
4,2055.99501,2075.99401,11
4,2065.99501,2085.99401,11
4,2075.99501,2095.99401,11
4,2085.99501,2105.99401,11
4,2095.99501,2115.99401,11
4,2105.9950099999996,2125.99401,11
4,2115.9950099999996,2135.99401,11
4,2145.99801,2165.9970099999996,1
4,2155.99801,2175.9970099999996,1
4,2165.99801,2185.9970099999996,1
4,2175.99801,2195.9970099999996,1
4,2185.99801,2205.9970099999996,1
4,2195.99801,2215.9970099999996,1
4,2205.99801,2225.9970099999996,1
4,2215.99801,2235.9970099999996,1
4,2225.99801,2245.9970099999996,1
4,2235.99801,2255.9970099999996,1
4,2245.99801,2265.9970099999996,1
4,2255.99801,2275.9970099999996,1
4,2265.99801,2285.9970099999996,1
4,2275.99801,2295.9970099999996,1
4,2285.99801,2305.9970099999996,1
4,2295.99801,2315.9970099999996,1
4,2305.99801,2325.9970099999996,1
4,2331.5980099999997,2351.59701,12
4,2341.5980099999997,2361.59701,12
4,2351.5980099999997,2371.59701,12
4,2361.5980099999997,2381.59701,12
4,2371.5980099999997,2391.59701,12
4,2381.5980099999997,2401.59701,12
4,2391.5980099999997,2411.59701,12
4,2401.5980099999997,2421.59701,12
4,2411.5980099999997,2431.59701,12
4,2421.5980099999997,2441.59701,12
5,0.001,20.0,10
5,10.001,30.0,10
5,20.001,40.0,10
5,30.001,50.0,10
5,40.001,60.0,10
5,50.001,70.0,10
5,60.001,80.0,10
5,70.001,90.0,10
5,80.001,100.0,10
5,101.525,121.524,11
5,111.525,131.524,11
5,121.525,141.524,11
5,131.525,151.524,11
5,141.525,161.524,11
5,151.525,171.524,11
5,161.525,181.524,11
5,171.525,191.524,11
5,181.525,201.524,11
5,191.525,211.524,11
5,221.548,241.547,1
5,231.548,251.547,1
5,241.548,261.547,1
5,251.548,271.547,1
5,261.548,281.547,1
5,271.548,291.547,1
5,281.548,301.547,1
5,291.548,311.547,1
5,301.548,321.547,1
5,311.548,331.547,1
5,321.548,341.547,1
5,331.548,351.547,1
5,341.548,361.547,1
5,351.548,371.547,1
5,361.548,381.547,1
